機關資料,,,,,,,,,,,,,,,
機關代碼,3.71.1.26,,,,,,,,,,,,,,
機關名稱,金門縣農業試驗所,,,,,,,,,,,,,,
單位名稱,金門縣農業試驗所,,,,,,,,,,,,,,
機關地址,"891
				
				
				金門縣
				金湖鎮
				后壟31號",,,,,,,,,,,,,,
聯絡人,許進炎,,,,,,,,,,,,,,
聯絡電話,"(082)
				
				
					333381",,,,,,,,,,,,,,
傳真號碼,"(082)
				
				
					331916",,,,,,,,,,,,,,
電子郵件信箱,kmpd0415@yahoo.com.tw,,,,,,,,,,,,,,
採購資料,,,,,,,,,,,,,,,
標案案號,km1130303,,,,,,,,,,,,,,
標案名稱,建置金門縣種苗育苗示範AI智慧溫室基地工程案,,,,,,,,,,,,,,
標的分類,工程類5140 - 預鑄式組合及安裝工程,,,,,,,,,,,,,,
工程計畫編號,A1130229H,,,,,,,,,,,,,,
本採購案是否屬於建築工程,否，本案非屬建築工程本案是否符合『水管、電氣與建築工程合併或分開招標原則』第2點所定金額比率本案屬建築工程，所含水管、電氣工程項目之預估金額未達『水管、電氣與建築工程合併或分開招標原則』第1點及第2點所定條件是否允許水管、電氣與建築工程共同投標,,,,,,,,,,,,,,
財物採購性質,非屬財物之工程或勞務,,,,,,,,,,,,,,
採購金額級距,公告金額以上未達查核金額,,,,,,,,,,,,,,
辦理方式,自辦,,,,,,,,,,,,,,
依據法條,採購法第18條、第19條,,,,,,,,,,,,,,
是否適用條約或協定之採購,是否適用WTO政府採購協定(GPA)：否是否適用臺紐經濟合作協定(ANZTEC)：否是否適用臺星經濟夥伴協定(ASTEP)：否,,,,,,,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,,,,,,,
預算金額,"14,204,786元",,,,,,,,,,,,,,
預算金額是否公開,是,,,,,,,,,,,,,,
預計金額是否公開,否,,,,,,,,,,,,,,
後續擴充,否,,,,,,,,,,,,,,
是否受機關補助,"是補助機關A.19.1農業部農糧署補助金額12,074,068元",,,,,,,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,,,,,,,
招標資料,,,,,,,,,,,,,,,
招標方式,公開招標,,,,,,,,,,,,,,
決標方式,最低標採購評選委員名單,最低標,採購評選委員名單,,,,,,,,,,,,
最低標,採購評選委員名單,,,,,,,,,,,,,,
是否依政府採購法施行細則第64條之2辦理,是,,,,,,,,,,,,,,
新增公告傳輸次數,02,,,,,,,,,,,,,,
更正序號,01,,,,,,,,,,,,,,
招標狀態,第二次及以後公開招標,,,,,,,,,,,,,,
公告日,113/04/08,,,,,,,,,,,,,,
原公告日,113/04/03,,,,,,,,,,,,,,
是否複數決標,否,,,,,,,,,,,,,,
是否訂有底價,是,,,,,,,,,,,,,,
是否屬特殊採購,否,,,,,,,,,,,,,,
是否已辦理公開閱覽,否,,,,,,,,,,,,,,
是否屬統包,否,,,,,,,,,,,,,,
