機關資料,,,,,,,,,,,,,,,
機關代碼,3.10.90.26,,,,,,,,,,,,,,
機關名稱,龍華科技大學,,,,,,,,,,,,,,
單位名稱,遊戲系,,,,,,,,,,,,,,
機關地址,"333
				
				
				桃園市
				龜山區
				萬壽路一段300號",,,,,,,,,,,,,,
聯絡人,蕭雯茹,,,,,,,,,,,,,,
聯絡電話,"(02)
				
				
					82093211
				
				
					#3603",,,,,,,,,,,,,,
傳真號碼,"(02)
				
				
					82091476",,,,,,,,,,,,,,
電子郵件信箱,af111@mail.lhu.edu.tw,,,,,,,,,,,,,,
採購資料,,,,,,,,,,,,,,,
標案案號,LHU1130422S01,,,,,,,,,,,,,,
標案名稱,B113000040.41遊戲系-採購AI 人體感知無綠幕去背製播系統與3D 虛擬製播互動系統,,,,,,,,,,,,,,
標的分類,財物類449 - 其他特殊用途之機具及其零件,,,,,,,,,,,,,,
財物採購性質,"買受,定製",,,,,,,,,,,,,,
採購金額級距,公告金額以上未達查核金額,,,,,,,,,,,,,,
法人團體辦理適用採購法案件之依據法條,採購法第4條,,,,,,,,,,,,,,
辦理方式,補助,,,,,,,,,,,,,,
依據法條,採購法第18條、第19條,,,,,,,,,,,,,,
是否適用條約或協定之採購,是否適用WTO政府採購協定(GPA)：否是否適用臺紐經濟合作協定(ANZTEC)：否是否適用臺星經濟夥伴協定(ASTEP)：否,,,,,,,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,,,,,,,
預算金額是否公開,"否預算金額不公開理由：
								機關認為不宜公開",,,,,,,,,,,,,,
預計金額是否公開,否,,,,,,,,,,,,,,
後續擴充,否,,,,,,,,,,,,,,
是否受機關補助,是補助機關3.9教育部,,,,,,,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,,,,,,,
招標資料,,,,,,,,,,,,,,,
招標方式,公開招標,,,,,,,,,,,,,,
決標方式,最低標,最低標,,,,,,,,,,,,,
最低標,,,,,,,,,,,,,,,
是否依政府採購法施行細則第64條之2辦理,否,,,,,,,,,,,,,,
新增公告傳輸次數,01,,,,,,,,,,,,,,
招標狀態,第一次公開招標,,,,,,,,,,,,,,
公告日,113/04/23,,,,,,,,,,,,,,
是否複數決標,否,,,,,,,,,,,,,,
是否訂有底價,是,,,,,,,,,,,,,,
是否屬特殊採購,否,,,,,,,,,,,,,,
是否已辦理公開閱覽,否,,,,,,,,,,,,,,
是否屬統包,否,,,,,,,,,,,,,,
本案完成後所應達到之功能、效益、標準、品質或特性,,,,,,,,,,,,,,,
是否屬共同供應契約採購,否,,,,,,,,,,,,,,
是否屬二以上機關之聯合採購(不適用共同供應契約規定),否,,,,,,,,,,,,,,
是否應依公共工程專業技師簽證規則實施技師簽證,否,,,,,,,,,,,,,,
是否採行協商措施,否,,,,,,,,,,,,,,
是否適用採購法第104條或105條或招標期限標準第10條或第4條之1,否,,,,,,,,,,,,,,
是否依據採購法第106條第1項第1款辦理,否,,,,,,,,,,,,,,
最低標,,,,,,,,,,,,,,,
領投開標,,,,,,,,,,,,,,,
是否提供電子領標,是機關文件費(機關實收)170元系統使用費20元文件代收費9元總計199元機關文件費指定收款機關單位：龍華科技大學是否提供現場領標：是招標文件領取地點本校法民大樓法六樓總務處事務組招標文件售價及付款方式新台幣$200元整投標須知下載,,,,,,,,,,,,,,
是否提供電子投標,否,,,,,,,,,,,,,,
截止投標,113/05/06 17:00,,,,,,,,,,,,,,
開標時間,113/05/07 13:30,,,,,,,,,,,,,,
開標地點,本校法民大樓法六樓會議室,,,,,,,,,,,,,,
是否須繳納押標金,"是，尚未提供廠商線上繳納押標金押標金額度：新台幣$155,000元整",,,,,,,,,,,,,,
投標文字,正體中文,,,,,,,,,,,,,,
收受投標文件地點,本校法民大樓法六樓總務處事務組,,,,,,,,,,,,,,
其他,,,,,,,,,,,,,,,
是否依據採購法第99條,否,,,,,,,,,,,,,,
身心障礙福利機構團體或庇護工場生產物品及服務,項目 :分類 :,,,,,,,,,,,,,,
履約地點,桃園市(非原住民地區),,,,,,,,,,,,,,
履約期限,113年07月09日,,,,,,,,,,,,,,
是否刊登公報,是,,,,,,,,,,,,,,
本案採購契約是否採用主管機關訂定之範本,是,,,,,,,,,,,,,,
契約是否訂有依物價指數調整價金規定,否，招標文件未訂物價指數調整條款履約時間短,,,,,,,,,,,,,,
廠商資格摘要,廠商登記或設立之證明投標廠商之基本資格須符合以下任一資格：具公司登記廠商納稅之證明。如營業稅或所得稅除上述外之其他資格[招標文件領取時間、地點、方式]一、領標時間:星期一至星期五(每日早上8:30至下午16:30止)二、領取方式:(一)電子領標:招標文件售價為新台幣$199元整。(二)紙本領標:郵寄購買或親自到本校總務處事務組購買，招標文件售價為新台幣$200元整，郵寄購買者請另附65元回郵信封或郵局便利袋。[本案申購單位聯絡方式]遊戲系張家豪 先生 電話：(02)8209-3211分機5830,,,,,,,,,,,,,,
是否訂有與履約能力有關之基本資格,是廠商應附具之基本資格證明文件或物品：【須於招標文件載明者為限】資格項目附加說明廠商信用之證明如票據交換機構或受理查詢之金融機構於截止投標日之前半年內所出具之非拒絕往來戶及最近三年內無退票紀錄證明、會計師簽證之財務報表或金融機構或徵信機構出具之信用證明等廠商具有製造、供應或承做能力之證明廠商具有如期履約能力之證明廠商或其受雇人、從業人員具有專門技能之證明廠商具有維修、維護或售後服務能力之證明其他法令規定或經主管機關認定者,資格項目,附加說明,廠商信用之證明,如票據交換機構或受理查詢之金融機構於截止投標日之前半年內所出具之非拒絕往來戶及最近三年內無退票紀錄證明、會計師簽證之財務報表或金融機構或徵信機構出具之信用證明等,廠商具有製造、供應或承做能力之證明,,廠商具有如期履約能力之證明,,廠商或其受雇人、從業人員具有專門技能之證明,,廠商具有維修、維護或售後服務能力之證明,,其他法令規定或經主管機關認定者,
資格項目,附加說明,,,,,,,,,,,,,,
廠商信用之證明,如票據交換機構或受理查詢之金融機構於截止投標日之前半年內所出具之非拒絕往來戶及最近三年內無退票紀錄證明、會計師簽證之財務報表或金融機構或徵信機構出具之信用證明等,,,,,,,,,,,,,,
廠商具有製造、供應或承做能力之證明,,,,,,,,,,,,,,,
廠商具有如期履約能力之證明,,,,,,,,,,,,,,,
廠商或其受雇人、從業人員具有專門技能之證明,,,,,,,,,,,,,,,
廠商具有維修、維護或售後服務能力之證明,,,,,,,,,,,,,,,
其他法令規定或經主管機關認定者,,,,,,,,,,,,,,,
附加說明,,,,,,,,,,,,,,,
是否刊登英文公告,否,,,,,,,,,,,,,,
疑義、異議、申訴及檢舉受理單位,"疑義、異議受理單位龍華科技大學申訴受理單位行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514)檢舉受理單位中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
桃園市調查處-(地址：330桃園市桃園區縣府路19號;桃園南門郵局第7-19號信箱、電話：03-3328888、傳真：03-3347847)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)",疑義、異議受理單位,龍華科技大學,,申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,檢舉受理單位,"中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
桃園市調查處-(地址：330桃園市桃園區縣府路19號;桃園南門郵局第7-19號信箱、電話：03-3328888、傳真：03-3347847)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)",,,,,,
疑義、異議受理單位,龍華科技大學,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
檢舉受理單位,"中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
桃園市調查處-(地址：330桃園市桃園區縣府路19號;桃園南門郵局第7-19號信箱、電話：03-3328888、傳真：03-3347847)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)",,,,,,,,,,,,,,
資格項目,附加說明,,,,,,,,,,,,,,
廠商信用之證明,如票據交換機構或受理查詢之金融機構於截止投標日之前半年內所出具之非拒絕往來戶及最近三年內無退票紀錄證明、會計師簽證之財務報表或金融機構或徵信機構出具之信用證明等,,,,,,,,,,,,,,
廠商具有製造、供應或承做能力之證明,,,,,,,,,,,,,,,
廠商具有如期履約能力之證明,,,,,,,,,,,,,,,
廠商或其受雇人、從業人員具有專門技能之證明,,,,,,,,,,,,,,,
廠商具有維修、維護或售後服務能力之證明,,,,,,,,,,,,,,,
其他法令規定或經主管機關認定者,,,,,,,,,,,,,,,
疑義、異議受理單位,龍華科技大學,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
