機關資料,,,,,,,,,,,,,,,
機關代碼,3.79.59,,,,,,,,,,,,,,
機關名稱,臺北市政府文化局,,,,,,,,,,,,,,
單位名稱,文創發展科/秘書室,,,,,,,,,,,,,,
機關地址,"110
				
				
				臺北市
				信義區
				市府路1號4樓東北區",,,,,,,,,,,,,,
聯絡人,鄭雅儷/李婉玉,,,,,,,,,,,,,,
聯絡電話,"(02)
				
				
					27208889
				
				
					#3624/3577",,,,,,,,,,,,,,
傳真號碼,"(02)
				
				
					27253364",,,,,,,,,,,,,,
電子郵件信箱,bt-yalic@gov.taipei,,,,,,,,,,,,,,
採購資料,,,,,,,,,,,,,,,
標案案號,113A156,,,,,,,,,,,,,,
標案名稱,「潮臺北 TRENDY TAIPEI─Music X Innovation」整合行銷推廣服務案,,,,,,,,,,,,,,
標的分類,"勞務類96 - 娛樂,文化,體育服務",,,,,,,,,,,,,,
財物採購性質,非屬財物之工程或勞務,,,,,,,,,,,,,,
採購金額級距,公告金額以上未達查核金額,,,,,,,,,,,,,,
辦理方式,自辦,,,,,,,,,,,,,,
依據法條,採購法第22條第1項第9款,,,,,,,,,,,,,,
是否適用條約或協定之採購,是否適用WTO政府採購協定(GPA)：否是否適用臺紐經濟合作協定(ANZTEC)：否是否適用臺星經濟夥伴協定(ASTEP)：否,,,,,,,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,,,,,,,
預算金額,"4,400,000元",,,,,,,,,,,,,,
預算金額是否公開,是,,,,,,,,,,,,,,
後續擴充,否,,,,,,,,,,,,,,
是否受機關補助,否,,,,,,,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,,,,,,,
招標資料,,,,,,,,,,,,,,,
招標方式,經公開評選或公開徵求之限制性招標,,,,,,,,,,,,,,
決標方式,準用最有利標採購評選委員名單,準用最有利標,採購評選委員名單,,,,,,,,,,,,
準用最有利標,採購評選委員名單,,,,,,,,,,,,,,
新增公告傳輸次數,01,,,,,,,,,,,,,,
招標狀態,第一次限制性招標,,,,,,,,,,,,,,
公告日,113/04/30,,,,,,,,,,,,,,
是否複數決標,否,,,,,,,,,,,,,,
是否訂有底價,是,,,,,,,,,,,,,,
價格是否納入評選,是,,,,,,,,,,,,,,
所占配分或權重是否為20%以上,是,,,,,,,,,,,,,,
是否屬特殊採購,否,,,,,,,,,,,,,,
是否已辦理公開閱覽,否,,,,,,,,,,,,,,
是否屬統包,否,,,,,,,,,,,,,,
本案完成後所應達到之功能、效益、標準、品質或特性,,,,,,,,,,,,,,,
是否屬共同供應契約採購,否,,,,,,,,,,,,,,
是否屬二以上機關之聯合採購(不適用共同供應契約規定),否,,,,,,,,,,,,,,
是否應依公共工程專業技師簽證規則實施技師簽證,否,,,,,,,,,,,,,,
是否採行協商措施,否,,,,,,,,,,,,,,
是否適用採購法第104條或105條或招標期限標準第10條或第4條之1,否,,,,,,,,,,,,,,
是否依據採購法第106條第1項第1款辦理,否,,,,,,,,,,,,,,
準用最有利標,採購評選委員名單,,,,,,,,,,,,,,
領投開標,,,,,,,,,,,,,,,
是否提供電子領標,是機關文件費(機關實收)100元系統使用費20元文件代收費5元總計125元機關文件費指定收款機關單位：臺北市政府文化局是否提供現場領標：是招標文件領取地點臺北市信義區市府路1號4樓西北區臺北市政府文化局秘書室招標文件售價及付款方式招標文件售價新臺幣200元，請先至本局秘書室出納繳費後領取投標須知下載,,,,,,,,,,,,,,
是否提供電子投標,是,,,,,,,,,,,,,,
截止投標,113/05/13 17:00,,,,,,,,,,,,,,
開標時間,113/05/13 17:30,,,,,,,,,,,,,,
開標地點,臺北市信義區市府路1號4樓文化局西北區討論桌,,,,,,,,,,,,,,
是否須繳納押標金,否,,,,,,,,,,,,,,
是否須繳納履約保證金,"是須繳納履約保證金之必要理由：
								為確保廠商履行契約責任之用",,,,,,,,,,,,,,
投標文字,正體中文,,,,,,,,,,,,,,
收受投標文件地點,110204臺北市信義區市府路1號4樓西北區臺北市政府文化局秘書室總收文,,,,,,,,,,,,,,
其他,,,,,,,,,,,,,,,
是否依據採購法第99條,否,,,,,,,,,,,,,,
身心障礙福利機構團體或庇護工場生產物品及服務,項目 :分類 :,,,,,,,,,,,,,,
履約地點,臺北市(非原住民地區),,,,,,,,,,,,,,
履約期限,自簽約日起至113年12月20日之期間內履行採購標的之供應,,,,,,,,,,,,,,
是否刊登公報,是,,,,,,,,,,,,,,
本案採購契約是否採用主管機關訂定之範本,否不採用主管機關訂定之範本之理由：採用臺北市政府訂頒之勞務採購契約範本,,,,,,,,,,,,,,
契約是否訂有依物價指數調整價金規定,否，招標文件未訂物價指數調整條款其他: 無需求,,,,,,,,,,,,,,
廠商資格摘要,廠商納稅之證明。如營業稅或所得稅除上述外之其他資格廠商登記或設立證明：需為下列合法立案廠商且未經依政府採購法停權者(1)非屬營利事業之法人或團體：a.依法核准設立之登記證明文件。b.章程：以辦理各類型文化藝術展演活動、教育推廣或學術研究，規劃執行藝術展演空間營運等為業務內容。(2)其他業類或其他證明文件：（註：營利事業登記證自98年4月13日起不再作為證明文件）a.公司登記證明文件（登記機關核准公司登記之核准函、公司登記表、公司登記證明書、或列印經濟部商業司「全國商工行政服務入口網」商工登記資料之公司登記資料查詢網站之「公司基本資料」均屬之）或商業登記證明文件（登記機關核准商業登記之核准函、商業登記抄本、商業登記證明書、或列印「全國商工行政服務入口網」商工登記資料之商業登記資料查詢網站之「商業登記基本資料」均屬之）。■營業項目代碼、營業項目：I401010一般廣告服務業、IZ15010市場研究及民意調查業、J503020電視節目製作業、I103060管理顧問業、J503040廣播電視廣告業(應檢附證明文件詳投標須知),,,,,,,,,,,,,,
確認無資格限制競爭情形,是,,,,,,,,,,,,,,
是否訂有與履約能力有關之基本資格,是廠商應附具之基本資格證明文件或物品：【須於招標文件載明者為限】資格項目附加說明廠商信用之證明非拒絕往來戶及最近3年內無退票紀錄之信用證明文件（查詢日期應為截止 投標日前半年以內，餘詳投標須知第13點第3項第2款第1目等規定）廠商具有製造、供應或承做能力之證明廠商具有如期履約能力之證明廠商或其受雇人、從業人員具有專門技能之證明廠商具有維修、維護或售後服務能力之證明其他法令規定或經主管機關認定者,資格項目,附加說明,廠商信用之證明,非拒絕往來戶及最近3年內無退票紀錄之信用證明文件（查詢日期應為截止 投標日前半年以內，餘詳投標須知第13點第3項第2款第1目等規定）,廠商具有製造、供應或承做能力之證明,,廠商具有如期履約能力之證明,,廠商或其受雇人、從業人員具有專門技能之證明,,廠商具有維修、維護或售後服務能力之證明,,其他法令規定或經主管機關認定者,
資格項目,附加說明,,,,,,,,,,,,,,
廠商信用之證明,非拒絕往來戶及最近3年內無退票紀錄之信用證明文件（查詢日期應為截止 投標日前半年以內，餘詳投標須知第13點第3項第2款第1目等規定）,,,,,,,,,,,,,,
廠商具有製造、供應或承做能力之證明,,,,,,,,,,,,,,,
廠商具有如期履約能力之證明,,,,,,,,,,,,,,,
廠商或其受雇人、從業人員具有專門技能之證明,,,,,,,,,,,,,,,
廠商具有維修、維護或售後服務能力之證明,,,,,,,,,,,,,,,
其他法令規定或經主管機關認定者,,,,,,,,,,,,,,,
