機關資料,,,,,,,,,,,,,,,
機關代碼,3.92.5.65,,,,,,,,,,,,,,
機關名稱,國立澎湖高級海事水產職業學校,,,,,,,,,,,,,,
單位名稱,國立澎湖高級海事水產職業學校,,,,,,,,,,,,,,
機關地址,"880
				
				
				澎湖縣
				馬公市
				中興里民族路63號",,,,,,,,,,,,,,
聯絡人,庶務組長,,,,,,,,,,,,,,
聯絡電話,"(06)
				
				
					9261101
				
				
					#811",,,,,,,,,,,,,,
傳真號碼,"(06)
				
				
					9262753",,,,,,,,,,,,,,
電子郵件信箱,a053@phmhs.phc.edu.tw,,,,,,,,,,,,,,
採購資料,,,,,,,,,,,,,,,
標案案號,PS-2113013,,,,,,,,,,,,,,
標案名稱,「113年度電子科AI電腦資訊設備建置」財物採購案,,,,,,,,,,,,,,
標的分類,財物類452 - 計算機及其零件與配件,,,,,,,,,,,,,,
財物採購性質,"買受,定製",,,,,,,,,,,,,,
採購金額級距,未達公告金額,,,,,,,,,,,,,,
辦理方式,自辦,,,,,,,,,,,,,,
依據法條,採購法第49條,,,,,,,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,,,,,,,
預算金額,"1,213,400元",,,,,,,,,,,,,,
預算金額是否公開,是,,,,,,,,,,,,,,
預計金額,"1,213,400元",,,,,,,,,,,,,,
預計金額是否公開,是,,,,,,,,,,,,,,
後續擴充,否,,,,,,,,,,,,,,
是否受機關補助,否,,,,,,,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,,,,,,,
招標資料,,,,,,,,,,,,,,,
招標方式,公開取得報價單或企劃書,,,,,,,,,,,,,,
決標方式,最低標,最低標,,,,,,,,,,,,,
最低標,,,,,,,,,,,,,,,
是否依政府採購法施行細則第64條之2辦理,否,,,,,,,,,,,,,,
是否電子報價,否,,,,,,,,,,,,,,
新增公告傳輸次數,01,,,,,,,,,,,,,,
招標狀態,第一次公開取得,,,,,,,,,,,,,,
公告日,113/04/17,,,,,,,,,,,,,,
是否複數決標,否,,,,,,,,,,,,,,
