機關資料,,,,,,,,,,,,,,,
機關代碼,3.13.50,,,,,,,,,,,,,,
機關名稱,台灣中油股份有限公司,,,,,,,,,,,,,,
單位名稱,採購處南部採購中心採購一組,,,,,,,,,,,,,,
機關地址,"811
				
				
				高雄市
				楠梓區
				左楠路2號",,,,,,,,,,,,,,
聯絡人,歐政谷,,,,,,,,,,,,,,
聯絡電話,"(07)
				
				
					5824141
				
				
					#3408",,,,,,,,,,,,,,
傳真號碼,"(07)
				
				
					3638230",,,,,,,,,,,,,,
電子郵件信箱,708569@cpc.com.tw,,,,,,,,,,,,,,
採購資料,,,,,,,,,,,,,,,
標案案號,Q6I13B133,,,,,,,,,,,,,,
標案名稱,大林廠重油裂解工場M-3105觸媒添加系統濾心(MARKER：PORVAIR)一批,,,,,,,,,,,,,,
標的分類,財物類449 - 其他特殊用途之機具及其零件,,,,,,,,,,,,,,
財物採購性質,"買受,定製",,,,,,,,,,,,,,
採購金額級距,未達公告金額,,,,,,,,,,,,,,
辦理方式,自辦,,,,,,,,,,,,,,
依據法條,採購法第22條第1項第4款,,,,,,,,,,,,,,
是否適用條約或協定之採購,是否適用WTO政府採購協定(GPA)：否是否適用臺紐經濟合作協定(ANZTEC)：否是否適用臺星經濟夥伴協定(ASTEP)：否,,,,,,,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,,,,,,,
預算金額,"439,950元",,,,,,,,,,,,,,
預算金額是否公開,是,,,,,,,,,,,,,,
後續擴充,否,,,,,,,,,,,,,,
是否受機關補助,否,,,,,,,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,,,,,,,
招標資料,,,,,,,,,,,,,,,
招標方式,經公開評選或公開徵求之限制性招標,,,,,,,,,,,,,,
決標方式,最低標,最低標,,,,,,,,,,,,,
最低標,,,,,,,,,,,,,,,
是否依政府採購法施行細則第64條之2辦理,否,,,,,,,,,,,,,,
新增公告傳輸次數,01,,,,,,,,,,,,,,
招標狀態,第一次限制性招標,,,,,,,,,,,,,,
公告日,113/05/06,,,,,,,,,,,,,,
是否複數決標,否,,,,,,,,,,,,,,
是否訂有底價,是,,,,,,,,,,,,,,
是否屬特殊採購,否,,,,,,,,,,,,,,
是否已辦理公開閱覽,否,,,,,,,,,,,,,,
是否屬統包,否,,,,,,,,,,,,,,
本案完成後所應達到之功能、效益、標準、品質或特性,,,,,,,,,,,,,,,
是否屬共同供應契約採購,否,,,,,,,,,,,,,,
是否屬二以上機關之聯合採購(不適用共同供應契約規定),否,,,,,,,,,,,,,,
是否應依公共工程專業技師簽證規則實施技師簽證,否,,,,,,,,,,,,,,
是否採行協商措施,否,,,,,,,,,,,,,,
是否適用採購法第104條或105條或招標期限標準第10條或第4條之1,否,,,,,,,,,,,,,,
