機關資料,,,,,,,,,,,,,,,
機關代碼,3.11.1,,,,,,,,,,,,,,
機關名稱,法務部調查局,,,,,,,,,,,,,,
單位名稱,廉政處,,,,,,,,,,,,,,
機關地址,"231
				
				
				新北市
				新店區
				中華路74號",,,,,,,,,,,,,,
聯絡人,梁先生,,,,,,,,,,,,,,
聯絡電話,"(02)
				
				
					29112241
				
				
					#5016",,,,,,,,,,,,,,
傳真號碼,"(02)
				
				
					29143304",,,,,,,,,,,,,,
電子郵件信箱,ray@mjib.gov.tw,,,,,,,,,,,,,,
採購資料,,,,,,,,,,,,,,,
標案案號,1133507610,,,,,,,,,,,,,,
標案名稱,「113年度資金清查AI系統」採購案,,,,,,,,,,,,,,
標的分類,勞務類843 - 資料處理服務,,,,,,,,,,,,,,
財物採購性質,非屬財物之工程或勞務,,,,,,,,,,,,,,
採購金額級距,巨額,,,,,,,,,,,,,,
辦理方式,自辦,,,,,,,,,,,,,,
依據法條,採購法第22條第1項第9款,,,,,,,,,,,,,,
是否適用條約或協定之採購,是否適用WTO政府採購協定(GPA)：否WTO政府採購協定排除理由：02.符合GPA第3條規定之除外事項－為保護國家基本安全利益，而對國家安全或國防目的所不可或缺之採購，採取必要之行動或不公開資訊。是否適用臺紐經濟合作協定(ANZTEC)：否臺紐經濟合作協定排除理由：02.符合ANZTEC第4條規定之除外事項－為保護國家基本安全利益，而對國家安全或國防目的所不可或缺之採購，採取必要之措施或不公開資訊。是否適用臺星經濟夥伴協定(ASTEP)：否臺星經濟夥伴協定排除理由：02.符合GPA第3條規定之除外事項－為保護國家基本安全利益，而對國家安全或國防目的所不可或缺之採購，採取必要之行動或不公開資訊。,,,,,,,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,是,,,,,,,,,,,,,,
本採購是否屬「涉及國家安全」採購,是,,,,,,,,,,,,,,
預算金額,"33,100,000元",,,,,,,,,,,,,,
預算金額是否公開,是,,,,,,,,,,,,,,
後續擴充,否,,,,,,,,,,,,,,
是否受機關補助,否,,,,,,,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,,,,,,,
招標資料,,,,,,,,,,,,,,,
招標方式,經公開評選或公開徵求之限制性招標,,,,,,,,,,,,,,
決標方式,準用最有利標採購評選委員名單,準用最有利標,採購評選委員名單,,,,,,,,,,,,
準用最有利標,採購評選委員名單,,,,,,,,,,,,,,
新增公告傳輸次數,01,,,,,,,,,,,,,,
更正序號,01,,,,,,,,,,,,,,
招標狀態,第一次限制性招標,,,,,,,,,,,,,,
公告日,113/04/03,,,,,,,,,,,,,,
原公告日,113/03/26,,,,,,,,,,,,,,
是否複數決標,否,,,,,,,,,,,,,,
