機關資料,,,,,,,,,
機關代碼,3.32.80,,,,,,,,
機關名稱,臺北榮民總醫院,,,,,,,,
單位名稱,工務室,,,,,,,,
機關地址,"112
				
				
				臺北市
				北投區
				石牌路2段201號",,,,,,,,
聯絡人,鄭佩珊/游以成,,,,,,,,
聯絡電話,"(02)
				
				
					28712121
				
				
					#2037/7343",,,,,,,,
傳真號碼,"(02)
				
				
					28757344",,,,,,,,
電子郵件信箱,pscheng2@vghtpe.gov.tw,,,,,,,,
採購資料,,,,,,,,,
標案案號,11321028,,,,,,,,
標案名稱,重粒子中心DAIKIN冰水主機年度保養,,,,,,,,
標的分類,勞務類886 - 附帶於金屬產品、機械及設備維修之服務,,,,,,,,
財物採購性質,非屬財物之工程或勞務,,,,,,,,
採購金額級距,未達公告金額,,,,,,,,
辦理方式,自辦,,,,,,,,
依據法條,採購法第49條,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,
預算金額,"1,103,760元",,,,,,,,
預算金額是否公開,是,,,,,,,,
預計金額,"1,103,760元",,,,,,,,
預計金額是否公開,是,,,,,,,,
後續擴充,否,,,,,,,,
是否受機關補助,否,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,
招標資料,,,,,,,,,
招標方式,公開取得報價單或企劃書,,,,,,,,
決標方式,最低標,最低標,,,,,,,
最低標,,,,,,,,,
是否依政府採購法施行細則第64條之2辦理,否,,,,,,,,
是否電子報價,否,,,,,,,,
新增公告傳輸次數,01,,,,,,,,
招標狀態,第一次公開取得,,,,,,,,
公告日,113/04/23,,,,,,,,
是否複數決標,否,,,,,,,,
是否訂有底價,是,,,,,,,,
是否屬特殊採購,否,,,,,,,,
是否已辦理公開閱覽,否,,,,,,,,
是否屬統包,否,,,,,,,,
本案完成後所應達到之功能、效益、標準、品質或特性,,,,,,,,,
是否屬共同供應契約採購,否,,,,,,,,
是否屬二以上機關之聯合採購(不適用共同供應契約規定),否,,,,,,,,
是否應依公共工程專業技師簽證規則實施技師簽證,否,,,,,,,,
是否採行協商措施,否,,,,,,,,
是否適用採購法第104條或105條或招標期限標準第10條或第4條之1,否,,,,,,,,
是否依據採購法第106條第1項第1款辦理,否,,,,,,,,
最低標,,,,,,,,,
領投開標,,,,,,,,,
是否提供電子領標,是機關文件費(機關實收)150元系統使用費20元文件代收費8元總計178元機關文件費指定收款機關單位：輔導會臺北榮民總醫院是否提供現場領標：否投標須知下載,,,,,,,,
是否提供電子投標,是,,,,,,,,
截止投標,113/04/29 17:00,,,,,,,,
開標時間,113/04/30 15:30,,,,,,,,
開標地點,臺北榮民總醫院動力中心五樓工務室開標室,,,,,,,,
是否須繳納押標金,"是，且提供廠商線上繳納押標金押標金額度：新臺幣5萬元整機關押標金指定收款機關單位：臺北榮民總醫院不可撤銷擔保信用狀電子押標金有效期：
										
											113/06/28須繳納押標金之必要理由：
										為控管本案履約品質，規定繳納押標金，已簽奉核准。● 線上繳納押標金服務將連結到台灣票據交換所「金融業代收即時服務平台」，提供廠商轉帳存入機關帳戶，廠商必須備有讀卡機與銀行金融卡才能作業，且距截止投標期限不足5分鐘時，將不允許線上繳納押標金，請廠商提早作業。● 廠商線上繳納押標金時，將由台灣票據交換所收取轉帳手續費，轉帳金額10萬元以下手續費每次10元，超過10萬元手續費每次20元。",,,,,,,,
是否須繳納履約保證金,"是須繳納履約保證金之必要理由：
								為控管本案履約品質，規定繳納履約保證金，已簽奉核准。",,,,,,,,
投標文字,正體中文或英文,,,,,,,,
收受投標文件地點,臺北榮民總醫院動力中心五樓工務室,,,,,,,,
其他,,,,,,,,,
是否依據採購法第99條,否,,,,,,,,
身心障礙福利機構團體或庇護工場生產物品及服務,項目 :分類 :,,,,,,,,
履約地點,臺北市(非原住民地區),,,,,,,,
履約期限,自決標次日起3年,,,,,,,,
是否刊登公報,是,,,,,,,,
本案採購契約是否採用主管機關訂定之範本,是,,,,,,,,
契約是否訂有依物價指數調整價金規定,否，招標文件未訂物價指數調整條款其他: 勞務案,,,,,,,,
廠商資格摘要,廠商登記或設立之證明投標廠商之基本資格須符合以下任一資格：具公司登記具商業登記廠商納稅之證明。如營業稅或所得稅廠商依工業團體法或商業團體法加入工業或商業團體之證明除上述外之其他資格一、冷凍空調工程業(代碼：E602011)二、基本資格：(1)本法登記或設立之證明文件(併請附上登記執照影本)。(2)納稅之證明文件。(3)依工業或商業團體法加入團體之證明：需檢附會員證書影本。,,,,,,,,
是否訂有與履約能力有關之基本資格,否,,,,,,,,
附加說明,"未達公告金額之採購，爭議屬政府採購法第31條規定不予發還或追繳押標金之爭議，始得提出申訴。1.有關技術、規範及工作內容等問題，請洽工務室游以成先生，電話：02-28757343。
2.本次招標投標廠商不足3家時，奉准得當場改為議價或比價。
3.臺北榮民總醫院政風室電話02-28757007。",未達公告金額之採購，爭議屬政府採購法第31條規定不予發還或追繳押標金之爭議，始得提出申訴。,"1.有關技術、規範及工作內容等問題，請洽工務室游以成先生，電話：02-28757343。
2.本次招標投標廠商不足3家時，奉准得當場改為議價或比價。
3.臺北榮民總醫院政風室電話02-28757007。",,,,,,
未達公告金額之採購，爭議屬政府採購法第31條規定不予發還或追繳押標金之爭議，始得提出申訴。,,,,,,,,,
"1.有關技術、規範及工作內容等問題，請洽工務室游以成先生，電話：02-28757343。
2.本次招標投標廠商不足3家時，奉准得當場改為議價或比價。
3.臺北榮民總醫院政風室電話02-28757007。",,,,,,,,,
是否刊登英文公告,否,,,,,,,,
疑義、異議、申訴及檢舉受理單位,"疑義、異議受理單位臺北榮民總醫院申訴受理單位行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514)檢舉受理單位法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
部會署-退輔會採購稽核小組-(地址：110臺北市信義區忠孝東路五段222號、電話：02-27571743、傳真：02-27227684)
臺北市調查處-(地址：106臺北市大安區基隆路二段176號;臺北市郵政60000號信箱、電話：02-27328888)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",疑義、異議受理單位,臺北榮民總醫院,,申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,檢舉受理單位,"法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
部會署-退輔會採購稽核小組-(地址：110臺北市信義區忠孝東路五段222號、電話：02-27571743、傳真：02-27227684)
臺北市調查處-(地址：106臺北市大安區基隆路二段176號;臺北市郵政60000號信箱、電話：02-27328888)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)"
疑義、異議受理單位,臺北榮民總醫院,,,,,,,,
,,,,,,,,,
申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,,,,,,,
,,,,,,,,,
