機關資料,,,,,,,,,
機關代碼,02612809,,,,,,,,
機關名稱,長庚學校財團法人長庚科技大學,,,,,,,,
單位名稱,長庚學校財團法人長庚科技大學,,,,,,,,
機關地址,"333
				
				
				桃園市
				龜山區
				文化一路261號",,,,,,,,
聯絡人,鄭盈盈,,,,,,,,
聯絡電話,"(02)
				
				
					27178587",,,,,,,,
傳真號碼,"(03)
				
				
					2118866",,,,,,,,
電子郵件信箱,yycheng@fpg.com.tw,,,,,,,,
採購資料,,,,,,,,,
標案案號,UF-R400G2,,,,,,,,
標案名稱,人工智慧口語課堂數位課程 詳規範：113AIORAL 共1ST,,,,,,,,
標的分類,"財物類47 - 收音機、電視, 通訊器材及儀器",,,,,,,,
財物採購性質,"買受,定製",,,,,,,,
採購金額級距,公告金額以上未達查核金額,,,,,,,,
法人團體辦理適用採購法案件之依據法條,採購法第4條,,,,,,,,
辦理方式,補助,,,,,,,,
依據法條,採購法第18條、第19條,,,,,,,,
是否適用條約或協定之採購,是否適用WTO政府採購協定(GPA)：否是否適用臺紐經濟合作協定(ANZTEC)：否是否適用臺星經濟夥伴協定(ASTEP)：否,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,
預算金額,"1,599,400元",,,,,,,,
預算金額是否公開,是,,,,,,,,
後續擴充,否,,,,,,,,
是否受機關補助,"是補助機關3.9教育部補助金額1,599,400元",,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,
招標資料,,,,,,,,,
招標方式,公開招標,,,,,,,,
決標方式,最低標,最低標,,,,,,,
最低標,,,,,,,,,
是否依政府採購法施行細則第64條之2辦理,否,,,,,,,,
新增公告傳輸次數,02,,,,,,,,
招標狀態,第二次及以後公開招標,,,,,,,,
公告日,113/04/02,,,,,,,,
是否複數決標,否,,,,,,,,
是否訂有底價,是,,,,,,,,
是否屬特殊採購,否,,,,,,,,
是否已辦理公開閱覽,否,,,,,,,,
是否屬統包,否,,,,,,,,
本案完成後所應達到之功能、效益、標準、品質或特性,,,,,,,,,
是否屬共同供應契約採購,否,,,,,,,,
是否屬二以上機關之聯合採購(不適用共同供應契約規定),否,,,,,,,,
是否應依公共工程專業技師簽證規則實施技師簽證,否,,,,,,,,
是否採行協商措施,否,,,,,,,,
是否適用採購法第104條或105條或招標期限標準第10條或第4條之1,否,,,,,,,,
是否依據採購法第106條第1項第1款辦理,否,,,,,,,,
最低標,,,,,,,,,
領投開標,,,,,,,,,
是否提供電子領標,否原因領標處：學校或台塑網電子網站招標文件領取地點http://www.e-fpg.com.tw/j2pt/#(台塑網電子交易市集→台塑企業資訊系統→台塑企業政府採購補助案件)下載標單招標文件售價及付款方式免費,,,,,,,,
是否提供電子投標,否,,,,,,,,
截止投標,113/04/12 17:00,,,,,,,,
開標時間,113/04/15 11:00,,,,,,,,
