機關資料,,,,,,,,,
機關代碼,A.15.1,,,,,,,,
機關名稱,交通部觀光署,,,,,,,,
單位名稱,資訊室,,,,,,,,
機關地址,"106
				
				
				臺北市
				大安區
				忠孝東路4段290號9樓",,,,,,,,
聯絡人,施志忠,,,,,,,,
聯絡電話,"(02)
				
				
					23491500
				
				
					#8752",,,,,,,,
傳真號碼,"(02)
				
				
					27815399",,,,,,,,
電子郵件信箱,pauls@tad.gov.tw,,,,,,,,
採購資料,,,,,,,,,
標案案號,113041802,,,,,,,,
標案名稱,113年度「租用AI智慧櫃台即時翻譯服務」,,,,,,,,
標的分類,勞務類865 - 管理顧問服務,,,,,,,,
財物採購性質,非屬財物之工程或勞務,,,,,,,,
採購金額級距,未達公告金額,,,,,,,,
辦理方式,自辦,,,,,,,,
依據法條,採購法第49條,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,
預算金額,"440,000元",,,,,,,,
預算金額是否公開,是,,,,,,,,
後續擴充,否,,,,,,,,
是否受機關補助,否,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,
招標資料,,,,,,,,,
招標方式,公開取得報價單或企劃書,,,,,,,,
決標方式,參考最有利標精神,參考最有利標精神,,,,,,,
參考最有利標精神,,,,,,,,,
是否電子報價,否,,,,,,,,
新增公告傳輸次數,01,,,,,,,,
招標狀態,第一次公開取得,,,,,,,,
公告日,113/04/29,,,,,,,,
是否複數決標,否,,,,,,,,
是否訂有底價,是,,,,,,,,
價格是否納入評選,是,,,,,,,,
所占配分或權重是否為20%以上,是,,,,,,,,
是否屬特殊採購,否,,,,,,,,
是否已辦理公開閱覽,否,,,,,,,,
是否屬統包,否,,,,,,,,
本案完成後所應達到之功能、效益、標準、品質或特性,,,,,,,,,
是否屬共同供應契約採購,否,,,,,,,,
是否屬二以上機關之聯合採購(不適用共同供應契約規定),否,,,,,,,,
是否應依公共工程專業技師簽證規則實施技師簽證,否,,,,,,,,
是否採行協商措施,否,,,,,,,,
是否適用採購法第104條或105條或招標期限標準第10條或第4條之1,否,,,,,,,,
是否依據採購法第106條第1項第1款辦理,否,,,,,,,,
參考最有利標精神,,,,,,,,,
領投開標,,,,,,,,,
是否提供電子領標,是機關文件費(機關實收)0元系統使用費20元文件代收費0元總計20元是否提供現場領標：否投標須知下載,,,,,,,,
是否提供電子投標,否,,,,,,,,
截止投標,113/05/06 17:00,,,,,,,,
開標時間,113/05/07 09:00,,,,,,,,
開標地點,106臺北市大安區忠孝東路4段290號6樓開標室,,,,,,,,
是否須繳納押標金,否,,,,,,,,
是否須繳納履約保證金,否,,,,,,,,
投標文字,正體中文,,,,,,,,
收受投標文件地點,106臺北市大安區忠孝東路4段290號9樓收發室,,,,,,,,
其他,,,,,,,,,
是否依據採購法第99條,否,,,,,,,,
是否於招標文件載明優先決標予身心障礙福利機構團體或庇護工場,否,,,,,,,,
身心障礙福利機構團體或庇護工場生產物品及服務,項目 :分類 :,,,,,,,,
履約地點,臺北市(非原住民地區),,,,,,,,
履約期限,廠商應於113年5月23日起至114年5月31日之期間內履行採購標的之供應。,,,,,,,,
是否刊登公報,是,,,,,,,,
本案採購契約是否採用主管機關訂定之範本,是,,,,,,,,
契約是否訂有依物價指數調整價金規定,否，招標文件未訂物價指數調整條款其他: 勞務案,,,,,,,,
廠商資格摘要,廠商登記或設立之證明投標廠商之基本資格須符合以下任一資格：具公司登記具商業登記為身心障礙福利機構團體或庇護工場為原住民廠商廠商納稅之證明。如營業稅或所得稅除上述外之其他資格(1)公司、合夥或獨資之工商行號及其他得提供履約標的之法人、機構或團體，並檢附廠商登記或設立證明文件，如公司登記或商業登記證明文件、非屬營利事業之法人、機構或團體依法須辦理設立登記之證明文件、工廠登記證明文件、許可登記證明文件、執業執照、開業證明、立案證明或其他由政府機關或其授權機構核發該廠商係合法登記或設立之證明文件。(廠商得列印公開於目的事業主管機關網站，如全國商工行政服務入口網之登記資料代之；已公告廢止之「營利事業登記證」，不得作為廠商登記或設立之證明文件。)依政府機關組織法律組成之非公司組織事業機構，依法令免申請核發許可登記證明文件、公司登記或商業登記證明文件、承攬或營業手冊、繳稅證明文件或加入商業團體者，參加投標時，得免繳驗該等證明文件。(2)廠商納稅證明(詳招標文件)。(3)投標廠商聲明書。(4)切結書。,,,,,,,,
確認無資格限制競爭情形,是,,,,,,,,
是否訂有與履約能力有關之基本資格,否,,,,,,,,
附加說明,未達公告金額之採購，爭議屬政府採購法第31條規定不予發還或追繳押標金之爭議，始得提出申訴。,未達公告金額之採購，爭議屬政府採購法第31條規定不予發還或追繳押標金之爭議，始得提出申訴。,,,,,,,
未達公告金額之採購，爭議屬政府採購法第31條規定不予發還或追繳押標金之爭議，始得提出申訴。,,,,,,,,,
是否刊登英文公告,否,,,,,,,,
