機關資料,,,,,,,,,,,,,,,
機關代碼,3.92.52,,,,,,,,,,,,,,
機關名稱,國立臺北護理健康大學,,,,,,,,,,,,,,
單位名稱,國立臺北護理健康大學,,,,,,,,,,,,,,
機關地址,"112
				
				
				臺北市
				北投區
				明德路365號",,,,,,,,,,,,,,
聯絡人,張筑涵,,,,,,,,,,,,,,
聯絡電話,"(02)
				
				
					28227101
				
				
					#2513",,,,,,,,,,,,,,
傳真號碼,"(02)
				
				
					28218753",,,,,,,,,,,,,,
電子郵件信箱,juhan0@ntunhs.edu.tw,,,,,,,,,,,,,,
採購資料,,,,,,,,,,,,,,,
標案案號,113025,,,,,,,,,,,,,,
標案名稱,自立支援智能照顧平台－照顧策略AI推薦系統、機械式助行器,,,,,,,,,,,,,,
標的分類,"財物類481 - 醫療, 外科及矯形設備",,,,,,,,,,,,,,
財物採購性質,"買受,定製",,,,,,,,,,,,,,
採購金額級距,公告金額以上未達查核金額,,,,,,,,,,,,,,
辦理方式,自辦,,,,,,,,,,,,,,
依據法條,採購法第18條、第19條,,,,,,,,,,,,,,
是否適用條約或協定之採購,是否適用WTO政府採購協定(GPA)：否是否適用臺紐經濟合作協定(ANZTEC)：否是否適用臺星經濟夥伴協定(ASTEP)：否,,,,,,,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,,,,,,,
預算金額,"6,900,000元",,,,,,,,,,,,,,
預算金額是否公開,是,,,,,,,,,,,,,,
預計金額,"6,900,000元",,,,,,,,,,,,,,
預計金額是否公開,是,,,,,,,,,,,,,,
後續擴充,否,,,,,,,,,,,,,,
是否受機關補助,"是補助機關3.9教育部補助金額6,900,000元",,,,,,,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,,,,,,,
招標資料,,,,,,,,,,,,,,,
招標方式,公開招標,,,,,,,,,,,,,,
決標方式,最低標採購評選委員名單,最低標,採購評選委員名單,,,,,,,,,,,,
最低標,採購評選委員名單,,,,,,,,,,,,,,
是否依政府採購法施行細則第64條之2辦理,是,,,,,,,,,,,,,,
新增公告傳輸次數,02,,,,,,,,,,,,,,
招標狀態,第二次及以後公開招標,,,,,,,,,,,,,,
公告日,113/05/02,,,,,,,,,,,,,,
是否複數決標,否,,,,,,,,,,,,,,
是否訂有底價,是,,,,,,,,,,,,,,
是否屬特殊採購,否,,,,,,,,,,,,,,
是否已辦理公開閱覽,否,,,,,,,,,,,,,,
是否屬統包,否,,,,,,,,,,,,,,
本案完成後所應達到之功能、效益、標準、品質或特性,,,,,,,,,,,,,,,
是否屬共同供應契約採購,否,,,,,,,,,,,,,,
是否屬二以上機關之聯合採購(不適用共同供應契約規定),否,,,,,,,,,,,,,,
是否應依公共工程專業技師簽證規則實施技師簽證,否,,,,,,,,,,,,,,
是否採行協商措施,否,,,,,,,,,,,,,,
是否適用採購法第104條或105條或招標期限標準第10條或第4條之1,否,,,,,,,,,,,,,,
是否依據採購法第106條第1項第1款辦理,否,,,,,,,,,,,,,,
最低標,採購評選委員名單,,,,,,,,,,,,,,
領投開標,,,,,,,,,,,,,,,
是否提供電子領標,是機關文件費(機關實收)0元系統使用費20元文件代收費0元總計20元是否提供現場領標：否投標須知下載,,,,,,,,,,,,,,
是否提供電子投標,否,,,,,,,,,,,,,,
截止投標,113/05/06 17:00,,,,,,,,,,,,,,
開標時間,113/05/07 11:00,,,,,,,,,,,,,,
開標地點,112臺北市北投區明德路365號(行政大樓1樓會議室),,,,,,,,,,,,,,
是否須繳納押標金,是，尚未提供廠商線上繳納押標金押標金額度：207000,,,,,,,,,,,,,,
投標文字,正體中文,,,,,,,,,,,,,,
收受投標文件地點,112臺北市北投區明德路365號(總務處文書組),,,,,,,,,,,,,,
其他,,,,,,,,,,,,,,,
是否依據採購法第99條,否,,,,,,,,,,,,,,
身心障礙福利機構團體或庇護工場生產物品及服務,項目 :分類 :,,,,,,,,,,,,,,
履約地點,臺北市(非原住民地區),,,,,,,,,,,,,,
履約期限,為決標次日起60個日曆天,,,,,,,,,,,,,,
是否刊登公報,是,,,,,,,,,,,,,,
本案採購契約是否採用主管機關訂定之範本,是,,,,,,,,,,,,,,
契約是否訂有依物價指數調整價金規定,否，招標文件未訂物價指數調整條款無預算,,,,,,,,,,,,,,
廠商資格摘要,廠商登記或設立之證明投標廠商之基本資格須符合以下任一資格：具公司登記具商業登記廠商納稅之證明。如營業稅或所得稅,,,,,,,,,,,,,,
是否訂有與履約能力有關之基本資格,是廠商應附具之基本資格證明文件或物品：【須於招標文件載明者為限】資格項目附加說明廠商信用之證明如票據交換機構或受理查詢之金融機構於截止投標日之前半年內所出具之非拒絕往來戶及最近三年內無退票紀錄證明、會計師簽證之財務報表或金融機構或徵信機構出具之信用證明等廠商具有製造、供應或承做能力之證明廠商具有如期履約能力之證明廠商或其受雇人、從業人員具有專門技能之證明廠商具有維修、維護或售後服務能力之證明其他法令規定或經主管機關認定者,資格項目,附加說明,廠商信用之證明,如票據交換機構或受理查詢之金融機構於截止投標日之前半年內所出具之非拒絕往來戶及最近三年內無退票紀錄證明、會計師簽證之財務報表或金融機構或徵信機構出具之信用證明等,廠商具有製造、供應或承做能力之證明,,廠商具有如期履約能力之證明,,廠商或其受雇人、從業人員具有專門技能之證明,,廠商具有維修、維護或售後服務能力之證明,,其他法令規定或經主管機關認定者,
資格項目,附加說明,,,,,,,,,,,,,,
廠商信用之證明,如票據交換機構或受理查詢之金融機構於截止投標日之前半年內所出具之非拒絕往來戶及最近三年內無退票紀錄證明、會計師簽證之財務報表或金融機構或徵信機構出具之信用證明等,,,,,,,,,,,,,,
廠商具有製造、供應或承做能力之證明,,,,,,,,,,,,,,,
廠商具有如期履約能力之證明,,,,,,,,,,,,,,,
廠商或其受雇人、從業人員具有專門技能之證明,,,,,,,,,,,,,,,
廠商具有維修、維護或售後服務能力之證明,,,,,,,,,,,,,,,
其他法令規定或經主管機關認定者,,,,,,,,,,,,,,,
附加說明,"1、廠商對招標文件內容有疑義者，應以書面向招標機關請求釋疑之期限：「本案廠商釋疑期限：113年5月3日前」。
2、本案為公開招標，採一次投標分段開標。投標廠商應將各段開標用之投標文件分別密封，所有內標封皆需裝入大外標封後投標。各階段之投標文件應分別密封後，再以大封套合併裝封。(押標金繳納憑據、本案廠商提供設備廠牌/型號表、產品規格型錄、「公司登記證明文件」或「商業登記證明文件」、納稅證明、票據交換機構於截止投標日之前半年內所出具之非拒絕往來戶最近三年內無退票紀錄證明、電子領標憑證序號等文件，請放入資格規格封，企劃書亦請放入大標封投標，其餘放置規定詳採購領標文件一覽表及本案各招標文件)。
3、本採購採評分及格最低標決標，第一階段開標時僅進行資格規格封內之資格審查，第二階段針對資格審查通過之廠商，本校將依據招標文件訂定之審查標準，進行審查會議後，第三階段就總平均在及格分數以上之廠商開價格標比減價並採最低標決標。
4、以下樣態皆為不合格標，無法做為決標對象:
(1)、未依招標規定分置標封。
(2)、缺漏標封。
5、本招標訂有底價，以合於招標文件規定且在底價以內之最低標為得標廠商，並以所報投標標價清單中文大寫之總價為準。
6、審查會議日期: 審查會議日期:113年5月13日10時30分
       審查會議地點:本校行政大樓3樓開標室","1、廠商對招標文件內容有疑義者，應以書面向招標機關請求釋疑之期限：「本案廠商釋疑期限：113年5月3日前」。
2、本案為公開招標，採一次投標分段開標。投標廠商應將各段開標用之投標文件分別密封，所有內標封皆需裝入大外標封後投標。各階段之投標文件應分別密封後，再以大封套合併裝封。(押標金繳納憑據、本案廠商提供設備廠牌/型號表、產品規格型錄、「公司登記證明文件」或「商業登記證明文件」、納稅證明、票據交換機構於截止投標日之前半年內所出具之非拒絕往來戶最近三年內無退票紀錄證明、電子領標憑證序號等文件，請放入資格規格封，企劃書亦請放入大標封投標，其餘放置規定詳採購領標文件一覽表及本案各招標文件)。
3、本採購採評分及格最低標決標，第一階段開標時僅進行資格規格封內之資格審查，第二階段針對資格審查通過之廠商，本校將依據招標文件訂定之審查標準，進行審查會議後，第三階段就總平均在及格分數以上之廠商開價格標比減價並採最低標決標。
4、以下樣態皆為不合格標，無法做為決標對象:
(1)、未依招標規定分置標封。
(2)、缺漏標封。
5、本招標訂有底價，以合於招標文件規定且在底價以內之最低標為得標廠商，並以所報投標標價清單中文大寫之總價為準。
6、審查會議日期: 審查會議日期:113年5月13日10時30分
       審查會議地點:本校行政大樓3樓開標室",,,,,,,,,,,,,
"1、廠商對招標文件內容有疑義者，應以書面向招標機關請求釋疑之期限：「本案廠商釋疑期限：113年5月3日前」。
2、本案為公開招標，採一次投標分段開標。投標廠商應將各段開標用之投標文件分別密封，所有內標封皆需裝入大外標封後投標。各階段之投標文件應分別密封後，再以大封套合併裝封。(押標金繳納憑據、本案廠商提供設備廠牌/型號表、產品規格型錄、「公司登記證明文件」或「商業登記證明文件」、納稅證明、票據交換機構於截止投標日之前半年內所出具之非拒絕往來戶最近三年內無退票紀錄證明、電子領標憑證序號等文件，請放入資格規格封，企劃書亦請放入大標封投標，其餘放置規定詳採購領標文件一覽表及本案各招標文件)。
3、本採購採評分及格最低標決標，第一階段開標時僅進行資格規格封內之資格審查，第二階段針對資格審查通過之廠商，本校將依據招標文件訂定之審查標準，進行審查會議後，第三階段就總平均在及格分數以上之廠商開價格標比減價並採最低標決標。
4、以下樣態皆為不合格標，無法做為決標對象:
(1)、未依招標規定分置標封。
(2)、缺漏標封。
5、本招標訂有底價，以合於招標文件規定且在底價以內之最低標為得標廠商，並以所報投標標價清單中文大寫之總價為準。
6、審查會議日期: 審查會議日期:113年5月13日10時30分
       審查會議地點:本校行政大樓3樓開標室",,,,,,,,,,,,,,,
是否刊登英文公告,否,,,,,,,,,,,,,,
疑義、異議、申訴及檢舉受理單位,"疑義、異議受理單位國立臺北護理健康大學申訴受理單位行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514)檢舉受理單位部會署-教育部採購稽核小組-(地址：100臺北市中正區中山南路5號、電話：02-77365529 、傳真：02-23583005 )
臺北市調查處-(地址：106臺北市大安區基隆路二段176號;臺北市郵政60000號信箱、電話：02-27328888)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",疑義、異議受理單位,國立臺北護理健康大學,,申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,檢舉受理單位,"部會署-教育部採購稽核小組-(地址：100臺北市中正區中山南路5號、電話：02-77365529 、傳真：02-23583005 )
臺北市調查處-(地址：106臺北市大安區基隆路二段176號;臺北市郵政60000號信箱、電話：02-27328888)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",,,,,,
疑義、異議受理單位,國立臺北護理健康大學,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
檢舉受理單位,"部會署-教育部採購稽核小組-(地址：100臺北市中正區中山南路5號、電話：02-77365529 、傳真：02-23583005 )
臺北市調查處-(地址：106臺北市大安區基隆路二段176號;臺北市郵政60000號信箱、電話：02-27328888)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",,,,,,,,,,,,,,
資格項目,附加說明,,,,,,,,,,,,,,
廠商信用之證明,如票據交換機構或受理查詢之金融機構於截止投標日之前半年內所出具之非拒絕往來戶及最近三年內無退票紀錄證明、會計師簽證之財務報表或金融機構或徵信機構出具之信用證明等,,,,,,,,,,,,,,
廠商具有製造、供應或承做能力之證明,,,,,,,,,,,,,,,
廠商具有如期履約能力之證明,,,,,,,,,,,,,,,
廠商或其受雇人、從業人員具有專門技能之證明,,,,,,,,,,,,,,,
廠商具有維修、維護或售後服務能力之證明,,,,,,,,,,,,,,,
其他法令規定或經主管機關認定者,,,,,,,,,,,,,,,
"1、廠商對招標文件內容有疑義者，應以書面向招標機關請求釋疑之期限：「本案廠商釋疑期限：113年5月3日前」。
2、本案為公開招標，採一次投標分段開標。投標廠商應將各段開標用之投標文件分別密封，所有內標封皆需裝入大外標封後投標。各階段之投標文件應分別密封後，再以大封套合併裝封。(押標金繳納憑據、本案廠商提供設備廠牌/型號表、產品規格型錄、「公司登記證明文件」或「商業登記證明文件」、納稅證明、票據交換機構於截止投標日之前半年內所出具之非拒絕往來戶最近三年內無退票紀錄證明、電子領標憑證序號等文件，請放入資格規格封，企劃書亦請放入大標封投標，其餘放置規定詳採購領標文件一覽表及本案各招標文件)。
3、本採購採評分及格最低標決標，第一階段開標時僅進行資格規格封內之資格審查，第二階段針對資格審查通過之廠商，本校將依據招標文件訂定之審查標準，進行審查會議後，第三階段就總平均在及格分數以上之廠商開價格標比減價並採最低標決標。
4、以下樣態皆為不合格標，無法做為決標對象:
(1)、未依招標規定分置標封。
(2)、缺漏標封。
5、本招標訂有底價，以合於招標文件規定且在底價以內之最低標為得標廠商，並以所報投標標價清單中文大寫之總價為準。
6、審查會議日期: 審查會議日期:113年5月13日10時30分
       審查會議地點:本校行政大樓3樓開標室",,,,,,,,,,,,,,,
疑義、異議受理單位,國立臺北護理健康大學,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
