機關資料,,,,,,,,,,,,,,,
機關代碼,03702716,,,,,,,,,,,,,,
機關名稱,財團法人中華民國對外貿易發展協會,,,,,,,,,,,,,,
單位名稱,數位商務處,,,,,,,,,,,,,,
機關地址,"110
				
				
				臺北市
				信義區
				基隆路一段333號6樓",,,,,,,,,,,,,,
聯絡人,陳思芸/賴鈺蕙,,,,,,,,,,,,,,
聯絡電話,"(02)
				
				
					27255200
				
				
					#1746/1442",,,,,,,,,,,,,,
傳真號碼,"(02)
				
				
					27576653",,,,,,,,,,,,,,
電子郵件信箱,rylai@taitra.org.tw,,,,,,,,,,,,,,
採購資料,,,,,,,,,,,,,,,
標案案號,2024I0000332,,,,,,,,,,,,,,
標案名稱,「113年度運用數位新貿易模式計畫－AI精準在地關鍵字行銷」招標案,,,,,,,,,,,,,,
標的分類,勞務類871 - 廣告服務,,,,,,,,,,,,,,
財物採購性質,非屬財物之工程或勞務,,,,,,,,,,,,,,
採購金額級距,公告金額以上未達查核金額,,,,,,,,,,,,,,
法人團體辦理適用採購法案件之依據法條,採購法第4條,,,,,,,,,,,,,,
辦理方式,補助,,,,,,,,,,,,,,
依據法條,採購法第22條第1項第9款,,,,,,,,,,,,,,
是否適用條約或協定之採購,是否適用WTO政府採購協定(GPA)：否是否適用臺紐經濟合作協定(ANZTEC)：否是否適用臺星經濟夥伴協定(ASTEP)：否,,,,,,,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,,,,,,,
預算金額,"1,848,000元",,,,,,,,,,,,,,
預算金額是否公開,是,,,,,,,,,,,,,,
後續擴充,"是依政府採購法第22條第1項第7款，須敘明後續擴充之期間、金額或數量：本案保留後續擴充之權利，合約期間內經雙方同意擴充部份得委由得標廠商承作，擴充金額以672,000元(含稅)為上限。",,,,,,,,,,,,,,
是否受機關補助,"是補助機關A.13.3經濟部國際貿易署補助金額1,848,000元",,,,,,,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,,,,,,,
招標資料,,,,,,,,,,,,,,,
