機關資料,,,,,,,,,
機關代碼,A.17.2.4,,,,,,,,
機關名稱,勞動部勞動力發展署雲嘉南分署,,,,,,,,
單位名稱,綜合規劃科,,,,,,,,
機關地址,"720
				
				
				臺南市
				官田區
				工業路40號",,,,,,,,
聯絡人,"請購(規格、需求):陳昭華,採購(程序):賴榮德",,,,,,,,
聯絡電話,"(06)
				
				
					6985945
				
				
					#1786,2379",,,,,,,,
傳真號碼,"(06)
				
				
					6935601",,,,,,,,
電子郵件信箱,s1001474s@wda.gov.tw,,,,,,,,
採購資料,,,,,,,,,
標案案號,yctrb1130027,,,,,,,,
標案名稱,113年雲嘉南地區AI發展及人才需求調查計畫,,,,,,,,
標的分類,勞務類911 - 政府行政服務,,,,,,,,
財物採購性質,非屬財物之工程或勞務,,,,,,,,
採購金額級距,公告金額以上未達查核金額,,,,,,,,
辦理方式,自辦,,,,,,,,
依據法條,採購法第22條第1項第9款,,,,,,,,
是否適用條約或協定之採購,是否適用WTO政府採購協定(GPA)：否是否適用臺紐經濟合作協定(ANZTEC)：否是否適用臺星經濟夥伴協定(ASTEP)：否,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,
預算金額,"1,580,000元",,,,,,,,
預算金額是否公開,是,,,,,,,,
後續擴充,否,,,,,,,,
是否受機關補助,否,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,
招標資料,,,,,,,,,
招標方式,經公開評選或公開徵求之限制性招標,,,,,,,,
決標方式,準用最有利標採購評選委員名單,準用最有利標,採購評選委員名單,,,,,,
準用最有利標,採購評選委員名單,,,,,,,,
新增公告傳輸次數,01,,,,,,,,
招標狀態,第一次限制性招標,,,,,,,,
公告日,113/04/01,,,,,,,,
是否複數決標,否,,,,,,,,
是否訂有底價,是,,,,,,,,
價格是否納入評選,是,,,,,,,,
所占配分或權重是否為20%以上,是,,,,,,,,
是否屬特殊採購,否,,,,,,,,
是否已辦理公開閱覽,否,,,,,,,,
是否屬統包,否,,,,,,,,
本案完成後所應達到之功能、效益、標準、品質或特性,,,,,,,,,
是否屬共同供應契約採購,否,,,,,,,,
是否屬二以上機關之聯合採購(不適用共同供應契約規定),否,,,,,,,,
是否應依公共工程專業技師簽證規則實施技師簽證,否,,,,,,,,
是否採行協商措施,否,,,,,,,,
是否適用採購法第104條或105條或招標期限標準第10條或第4條之1,否,,,,,,,,
是否依據採購法第106條第1項第1款辦理,否,,,,,,,,
準用最有利標,採購評選委員名單,,,,,,,,
領投開標,,,,,,,,,
是否提供電子領標,是機關文件費(機關實收)0元系統使用費20元文件代收費0元總計20元是否提供現場領標：是招標文件領取地點720臺南市官田區工業路40號本分署秘書室洽詹小姐或賴先生或自行由政府採購電子領投標系統領標(http://web.pcc.gov.tw/pishtml/pisindex.html)招標文件售價及付款方式親自至本分署領取或附足139元限時掛號大型回郵信封，填妥收件人姓名、地址、聯絡電話，郵寄至本分署(應自行估計寄達時間)，信封上應註明欲領取之標案名稱。投標須知下載,,,,,,,,
是否提供電子投標,否,,,,,,,,
截止投標,113/04/11 17:00,,,,,,,,
開標時間,113/04/12 10:00,,,,,,,,
開標地點,720201臺南市官田區工業路40號本分署行政大樓1樓開標室,,,,,,,,
是否須繳納押標金,否,,,,,,,,
是否須繳納履約保證金,否,,,,,,,,
投標文字,正體中文,,,,,,,,
收受投標文件地點,本分署郵務室,,,,,,,,
其他,,,,,,,,,
是否依據採購法第99條,否,,,,,,,,
身心障礙福利機構團體或庇護工場生產物品及服務,項目 :分類 :,,,,,,,,
履約地點,臺南市(非原住民地區),,,,,,,,
履約期限,決標日起至114年1月31日,,,,,,,,
是否刊登公報,是,,,,,,,,
本案採購契約是否採用主管機關訂定之範本,是,,,,,,,,
契約是否訂有依物價指數調整價金規定,否，招標文件未訂物價指數調整條款履約時間短,,,,,,,,
廠商資格摘要,廠商登記或設立之證明投標廠商之基本資格須符合以下任一資格：具公司登記具商業登記廠商納稅之證明。如營業稅或所得稅除上述外之其他資格1.廠商登記或設立之證明：如公司登記或商業登記證明文件、非屬營利事業之法人、機構或團體依法須辦理設立登記之證明文件、工廠登記證明文件、許可登記證明文件、執業執照、開業證明、立案證明或其他由政府機關或其授權機構核發該廠商係合法登記或設立之證明文件（營利事業登記證已不再作為證明文件）。2.廠商納稅之證明:a.屬營業稅繳款書收據聯或主管稽徵機關核章之最近一期營業人銷售額與稅額申報書收執聯者，廠商不及提出最近一期證明者，得以前一期之納稅證明代之。新設立且未屆第一期營業稅繳納期限者，得以營業稅主管稽徵機關核發之核准設立登記公函代之；經核定使用統一發票者，應一併檢附申領統一發票購票證相關文件。b.營業稅或所得稅之納稅證明，得以與上開最近一期或前一期證明相同期間內主管稽徵機關核發之無違章欠稅之查復表代之。廠商不及提出最近一期證明者，得以前一期之納稅證明代之。c.公立學校得免附本項證明。,,,,,,,,
確認無資格限制競爭情形,是,,,,,,,,
是否訂有與履約能力有關之基本資格,否,,,,,,,,
附加說明,"*投標廠商於招標公告期間及截止投標日應查詢本採購案是否有更正公告或更正事項。
*現購投標書表：自公告招標之日起至截止收件期限止，於上班時間（上午8時0分至下午5時0分）逕向本分署出納室繳納招標文件工本費新台幣200元整後不具名領取。敬請廠商事先電話聯絡06-6985945- 2377(詹小姐)或2379(賴先生)。
*投標文件使⽤文字為正體中文，但特殊技術或材料之圖文資料得使⽤英文。
*押標金及保證金應由廠商以現金(請先至本分署出納室繳納後，將繳納憑證置於標封內投標)、金融機構簽發之本票或支票、保付支票、郵政匯票、政府公債、設定質權之金融機構定期存款單、銀行開發或保兌之不可撤銷擔保信用狀繳納，或取具銀行之書面連帶保證、保險公司之連帶保證保險單繳納，並應符合押標金保證金暨其他擔保作業辦法規定之格式。
*廠商公司支票非屬政府採購法第30條第2項所稱「金融機構支票」，不得做為押標金或履約保證金。
*服務轄區包含雲林縣、嘉義市、嘉義縣與臺南市等四縣市。
*餘詳招標文件","*投標廠商於招標公告期間及截止投標日應查詢本採購案是否有更正公告或更正事項。
*現購投標書表：自公告招標之日起至截止收件期限止，於上班時間（上午8時0分至下午5時0分）逕向本分署出納室繳納招標文件工本費新台幣200元整後不具名領取。敬請廠商事先電話聯絡06-6985945- 2377(詹小姐)或2379(賴先生)。
*投標文件使⽤文字為正體中文，但特殊技術或材料之圖文資料得使⽤英文。
*押標金及保證金應由廠商以現金(請先至本分署出納室繳納後，將繳納憑證置於標封內投標)、金融機構簽發之本票或支票、保付支票、郵政匯票、政府公債、設定質權之金融機構定期存款單、銀行開發或保兌之不可撤銷擔保信用狀繳納，或取具銀行之書面連帶保證、保險公司之連帶保證保險單繳納，並應符合押標金保證金暨其他擔保作業辦法規定之格式。
*廠商公司支票非屬政府採購法第30條第2項所稱「金融機構支票」，不得做為押標金或履約保證金。
*服務轄區包含雲林縣、嘉義市、嘉義縣與臺南市等四縣市。
*餘詳招標文件",,,,,,,
"*投標廠商於招標公告期間及截止投標日應查詢本採購案是否有更正公告或更正事項。
*現購投標書表：自公告招標之日起至截止收件期限止，於上班時間（上午8時0分至下午5時0分）逕向本分署出納室繳納招標文件工本費新台幣200元整後不具名領取。敬請廠商事先電話聯絡06-6985945- 2377(詹小姐)或2379(賴先生)。
*投標文件使⽤文字為正體中文，但特殊技術或材料之圖文資料得使⽤英文。
*押標金及保證金應由廠商以現金(請先至本分署出納室繳納後，將繳納憑證置於標封內投標)、金融機構簽發之本票或支票、保付支票、郵政匯票、政府公債、設定質權之金融機構定期存款單、銀行開發或保兌之不可撤銷擔保信用狀繳納，或取具銀行之書面連帶保證、保險公司之連帶保證保險單繳納，並應符合押標金保證金暨其他擔保作業辦法規定之格式。
*廠商公司支票非屬政府採購法第30條第2項所稱「金融機構支票」，不得做為押標金或履約保證金。
*服務轄區包含雲林縣、嘉義市、嘉義縣與臺南市等四縣市。
*餘詳招標文件",,,,,,,,,
是否刊登英文公告,否,,,,,,,,
疑義、異議、申訴及檢舉受理單位,"疑義、異議受理單位勞動部勞動力發展署雲嘉南分署申訴受理單位行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514)檢舉受理單位法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
部會署-勞動部採購稽核小組-(地址：104臺北市中山區松江路207號11樓、電話：02-85902921 、傳真：02-85902895 )
臺南市調查處-(地址：708臺南市安平區永華路二段208號;臺南市郵政60000號信箱、電話：06-2988888)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",疑義、異議受理單位,勞動部勞動力發展署雲嘉南分署,,申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,檢舉受理單位,"法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
部會署-勞動部採購稽核小組-(地址：104臺北市中山區松江路207號11樓、電話：02-85902921 、傳真：02-85902895 )
臺南市調查處-(地址：708臺南市安平區永華路二段208號;臺南市郵政60000號信箱、電話：06-2988888)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)"
疑義、異議受理單位,勞動部勞動力發展署雲嘉南分署,,,,,,,,
,,,,,,,,,
申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,,,,,,,
,,,,,,,,,
檢舉受理單位,"法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
部會署-勞動部採購稽核小組-(地址：104臺北市中山區松江路207號11樓、電話：02-85902921 、傳真：02-85902895 )
臺南市調查處-(地址：708臺南市安平區永華路二段208號;臺南市郵政60000號信箱、電話：06-2988888)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",,,,,,,,
"*投標廠商於招標公告期間及截止投標日應查詢本採購案是否有更正公告或更正事項。
*現購投標書表：自公告招標之日起至截止收件期限止，於上班時間（上午8時0分至下午5時0分）逕向本分署出納室繳納招標文件工本費新台幣200元整後不具名領取。敬請廠商事先電話聯絡06-6985945- 2377(詹小姐)或2379(賴先生)。
*投標文件使⽤文字為正體中文，但特殊技術或材料之圖文資料得使⽤英文。
*押標金及保證金應由廠商以現金(請先至本分署出納室繳納後，將繳納憑證置於標封內投標)、金融機構簽發之本票或支票、保付支票、郵政匯票、政府公債、設定質權之金融機構定期存款單、銀行開發或保兌之不可撤銷擔保信用狀繳納，或取具銀行之書面連帶保證、保險公司之連帶保證保險單繳納，並應符合押標金保證金暨其他擔保作業辦法規定之格式。
*廠商公司支票非屬政府採購法第30條第2項所稱「金融機構支票」，不得做為押標金或履約保證金。
*服務轄區包含雲林縣、嘉義市、嘉義縣與臺南市等四縣市。
*餘詳招標文件",,,,,,,,,
疑義、異議受理單位,勞動部勞動力發展署雲嘉南分署,,,,,,,,
,,,,,,,,,
申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,,,,,,,
,,,,,,,,,
檢舉受理單位,"法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
部會署-勞動部採購稽核小組-(地址：104臺北市中山區松江路207號11樓、電話：02-85902921 、傳真：02-85902895 )
臺南市調查處-(地址：708臺南市安平區永華路二段208號;臺南市郵政60000號信箱、電話：06-2988888)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",,,,,,,,
