機關資料,,,,,,,,,
機關代碼,3.76.55,,,,,,,,
機關名稱,花蓮縣政府,,,,,,,,
單位名稱,建設處,,,,,,,,
機關地址,"970
				
				
				花蓮縣
				花蓮市
				府前路17號",,,,,,,,
聯絡人,林韋丞,,,,,,,,
聯絡電話,"(03)
				
				
					8227171
				
				
					#518",,,,,,,,
傳真號碼,"(03)
				
				
					8246530",,,,,,,,
電子郵件信箱,aotocad@hl.gov.tw,,,,,,,,
採購資料,,,,,,,,,
標案案號,EA1130005523,,,,,,,,
標案名稱,台灣東部AI智慧運輸數據中心建置計畫-專案管理及監審服務,,,,,,,,
標的分類,勞務類866 - 與管理顧問有關之服務,,,,,,,,
財物採購性質,非屬財物之工程或勞務,,,,,,,,
採購金額級距,查核金額以上未達巨額,,,,,,,,
辦理方式,自辦,,,,,,,,
依據法條,採購法第22條第1項第9款,,,,,,,,
是否適用條約或協定之採購,是否適用WTO政府採購協定(GPA)：否是否適用臺紐經濟合作協定(ANZTEC)：否是否適用臺星經濟夥伴協定(ASTEP)：否,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,
預算金額,"18,000,000元",,,,,,,,
預算金額是否公開,是,,,,,,,,
預計金額,"18,000,000元",,,,,,,,
預計金額是否公開,是,,,,,,,,
後續擴充,否,,,,,,,,
是否受機關補助,否,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,
招標資料,,,,,,,,,
招標方式,經公開評選或公開徵求之限制性招標,,,,,,,,
決標方式,準用最有利標採購評選委員名單,準用最有利標,採購評選委員名單,,,,,,
準用最有利標,採購評選委員名單,,,,,,,,
新增公告傳輸次數,01,,,,,,,,
招標狀態,第一次限制性招標,,,,,,,,
公告日,113/04/15,,,,,,,,
是否複數決標,否,,,,,,,,
是否訂有底價,否,,,,,,,,
價格是否納入評選,是,,,,,,,,
所占配分或權重是否為20%以上,是,,,,,,,,
是否屬特殊採購,否,,,,,,,,
是否已辦理公開閱覽,是，公開閱覽標案案號EA11300055230,,,,,,,,
是否屬統包,否,,,,,,,,
本案完成後所應達到之功能、效益、標準、品質或特性,,,,,,,,,
是否屬共同供應契約採購,否,,,,,,,,
是否屬二以上機關之聯合採購(不適用共同供應契約規定),否,,,,,,,,
是否應依公共工程專業技師簽證規則實施技師簽證,否,,,,,,,,
是否採行協商措施,否,,,,,,,,
是否適用採購法第104條或105條或招標期限標準第10條或第4條之1,否,,,,,,,,
是否依據採購法第106條第1項第1款辦理,否,,,,,,,,
準用最有利標,採購評選委員名單,,,,,,,,
領投開標,,,,,,,,,
是否提供電子領標,是機關文件費(機關實收)200元系統使用費20元文件代收費10元總計230元機關文件費指定收款機關單位：花蓮縣政府是否提供現場領標：否投標須知下載,,,,,,,,
是否提供電子投標,否,,,,,,,,
截止投標,113/05/06 09:00,,,,,,,,
開標時間,113/05/06 10:00,,,,,,,,
開標地點,970花蓮縣花蓮市府前路17號(建設處交通科會議室),,,,,,,,
是否須繳納押標金,否,,,,,,,,
是否須繳納履約保證金,否,,,,,,,,
投標文字,正體中文或英文,,,,,,,,
收受投標文件地點,970花蓮縣花蓮市府前路17號(總收文室),,,,,,,,
其他,,,,,,,,,
是否依據採購法第99條,否,,,,,,,,
身心障礙福利機構團體或庇護工場生產物品及服務,項目 :分類 :,,,,,,,,
履約地點,花蓮縣(原住民地區),,,,,,,,
履約期限,決標日起4年,,,,,,,,
是否刊登公報,是,,,,,,,,
本案採購契約是否採用主管機關訂定之範本,是,,,,,,,,
契約是否訂有依物價指數調整價金規定,否，招標文件未訂物價指數調整條款無預算,,,,,,,,
廠商資格摘要,廠商登記或設立之證明投標廠商之基本資格須符合以下任一資格：具公司登記具商業登記廠商納稅之證明。如營業稅或所得稅除上述外之其他資格,,,,,,,,
是否訂有與履約能力有關之基本資格,否,,,,,,,,
