機關資料,,,,,,,,,,,,,,,
機關代碼,3.97.4.94,,,,,,,,,,,,,,
機關名稱,高雄市立高雄女子高級中學,,,,,,,,,,,,,,
單位名稱,高雄市立高雄女子高級中學,,,,,,,,,,,,,,
機關地址,"801
				
				
				高雄市
				前金區
				五福三路122號",,,,,,,,,,,,,,
聯絡人,鍾晟夫,,,,,,,,,,,,,,
聯絡電話,"(07)
				
				
					2115410
				
				
					#407",,,,,,,,,,,,,,
傳真號碼,"(07)
				
				
					2115430",,,,,,,,,,,,,,
電子郵件信箱,pafu23@kcg.gov.tw,,,,,,,,,,,,,,
採購資料,,,,,,,,,,,,,,,
標案案號,11314,,,,,,,,,,,,,,
標案名稱,高雄女中AI開發套件採購,,,,,,,,,,,,,,
標的分類,財物類452 - 計算機及其零件與配件,,,,,,,,,,,,,,
財物採購性質,"買受,定製",,,,,,,,,,,,,,
採購金額級距,未達公告金額,,,,,,,,,,,,,,
辦理方式,自辦,,,,,,,,,,,,,,
依據法條,採購法第49條,,,,,,,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,,,,,,,
預算金額,"630,000元",,,,,,,,,,,,,,
預算金額是否公開,是,,,,,,,,,,,,,,
後續擴充,"是依政府採購法第22條第1項第7款，須敘明後續擴充之期間、金額或數量：擴充金額上限：630,000。
擴充數量上限：18套。
擴充期間：113年11月30日前。",,,,,,,,,,,,,,
是否受機關補助,"是補助機關A.9.3教育部國民及學前教育署補助金額630,000元",,,,,,,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,,,,,,,
招標資料,,,,,,,,,,,,,,,
招標方式,公開取得報價單或企劃書,,,,,,,,,,,,,,
決標方式,參考最有利標精神,參考最有利標精神,,,,,,,,,,,,,
參考最有利標精神,,,,,,,,,,,,,,,
是否電子報價,否,,,,,,,,,,,,,,
新增公告傳輸次數,01,,,,,,,,,,,,,,
招標狀態,第一次公開取得,,,,,,,,,,,,,,
公告日,113/05/10,,,,,,,,,,,,,,
是否複數決標,否,,,,,,,,,,,,,,
是否訂有底價,是,,,,,,,,,,,,,,
價格是否納入評選,是,,,,,,,,,,,,,,
所占配分或權重是否為20%以上,是,,,,,,,,,,,,,,
是否屬特殊採購,否,,,,,,,,,,,,,,
是否已辦理公開閱覽,否,,,,,,,,,,,,,,
是否屬統包,否,,,,,,,,,,,,,,
本案完成後所應達到之功能、效益、標準、品質或特性,,,,,,,,,,,,,,,
是否屬共同供應契約採購,否,,,,,,,,,,,,,,
是否屬二以上機關之聯合採購(不適用共同供應契約規定),否,,,,,,,,,,,,,,
是否應依公共工程專業技師簽證規則實施技師簽證,否,,,,,,,,,,,,,,
是否採行協商措施,否,,,,,,,,,,,,,,
是否適用採購法第104條或105條或招標期限標準第10條或第4條之1,否,,,,,,,,,,,,,,
是否依據採購法第106條第1項第1款辦理,否,,,,,,,,,,,,,,
參考最有利標精神,,,,,,,,,,,,,,,
領投開標,,,,,,,,,,,,,,,
是否提供電子領標,是機關文件費(機關實收)0元系統使用費20元文件代收費0元總計20元是否提供現場領標：否投標須知下載,,,,,,,,,,,,,,
是否提供電子投標,否,,,,,,,,,,,,,,
截止投標,113/05/14 17:00,,,,,,,,,,,,,,
開標時間,113/05/15 17:30,,,,,,,,,,,,,,
開標地點,高雄女中綜合大樓2樓中型會議室,,,,,,,,,,,,,,
是否須繳納押標金,否,,,,,,,,,,,,,,
投標文字,正體中文,,,,,,,,,,,,,,
收受投標文件地點,801高雄市前金區五福三路122號,,,,,,,,,,,,,,
其他,,,,,,,,,,,,,,,
是否依據採購法第99條,否,,,,,,,,,,,,,,
身心障礙福利機構團體或庇護工場生產物品及服務,項目 :分類 :,,,,,,,,,,,,,,
履約地點,高雄市(非原住民地區),,,,,,,,,,,,,,
履約期限,決標次日起30日曆天,,,,,,,,,,,,,,
是否刊登公報,是,,,,,,,,,,,,,,
本案採購契約是否採用主管機關訂定之範本,是,,,,,,,,,,,,,,
