機關資料,,,,,,,,,
機關代碼,3.5.98,,,,,,,,
機關名稱,國防醫學院,,,,,,,,
單位名稱,三軍總醫院,,,,,,,,
機關地址,"114
				
				
				臺北市
				內湖區
				成功路２段３２５號",,,,,,,,
聯絡人,陳威仲,,,,,,,,
聯絡電話,"(02)
				
				
					87923311
				
				
					#16981",,,,,,,,
傳真號碼,"(02)
				
				
					87927297",,,,,,,,
電子郵件信箱,gorden_d@mail.ndmctsgh.edu.tw,,,,,,,,
採購資料,,,,,,,,,
標案案號,HJ13501P350,,,,,,,,
標案名稱,內湖院區骨科運動醫學中心AI附屬設施採購案,,,,,,,,
標的分類,財物類469 - 其他電力設備及零件,,,,,,,,
財物採購性質,"買受,定製",,,,,,,,
採購金額級距,未達公告金額,,,,,,,,
辦理方式,自辦,,,,,,,,
依據法條,採購法第49條,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,
本採購是否屬「涉及國家安全」採購,是,,,,,,,,
預算金額,"1,246,549元",,,,,,,,
預算金額是否公開,是,,,,,,,,
後續擴充,否,,,,,,,,
是否受機關補助,否,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,
招標資料,,,,,,,,,
招標方式,公開取得報價單或企劃書,,,,,,,,
決標方式,最低標,最低標,,,,,,,
最低標,,,,,,,,,
是否依政府採購法施行細則第64條之2辦理,否,,,,,,,,
是否電子報價,否,,,,,,,,
新增公告傳輸次數,01,,,,,,,,
招標狀態,第一次公開取得,,,,,,,,
公告日,113/04/22,,,,,,,,
是否複數決標,否,,,,,,,,
是否訂有底價,是,,,,,,,,
是否屬特殊採購,否,,,,,,,,
是否已辦理公開閱覽,否,,,,,,,,
是否屬統包,否,,,,,,,,
本案完成後所應達到之功能、效益、標準、品質或特性,,,,,,,,,
是否屬共同供應契約採購,否,,,,,,,,
是否屬二以上機關之聯合採購(不適用共同供應契約規定),否,,,,,,,,
是否應依公共工程專業技師簽證規則實施技師簽證,否,,,,,,,,
是否採行協商措施,否,,,,,,,,
是否適用採購法第104條或105條或招標期限標準第10條或第4條之1,否,,,,,,,,
是否依據採購法第106條第1項第1款辦理,否,,,,,,,,
最低標,,,,,,,,,
領投開標,,,,,,,,,
是否提供電子領標,是機關文件費(機關實收)150元系統使用費20元文件代收費8元總計178元機關文件費指定收款機關單位：國防醫學院/三軍總醫院是否提供現場領標：是招標文件領取地點三軍總醫院/招標訂約組（11490臺北市內湖區成功路２段３２５號）招標文件售價及付款方式新臺幣200元整。投標須知下載,,,,,,,,
是否提供電子投標,是,,,,,,,,
截止投標,113/04/30 08:30,,,,,,,,
開標時間,113/04/30 10:00,,,,,,,,
開標地點,三軍總醫院開標室（位於西側迴車道下方，總值日官室旁，因院區遼闊，符合需求廠商，請提早到達，其他未盡事宜詳如投標須知）,,,,,,,,
