機關資料,,,,,,,,,,,,,,,
機關代碼,3.3,,,,,,,,,,,,,,
機關名稱,外交部,,,,,,,,,,,,,,
單位名稱,外交部,,,,,,,,,,,,,,
機關地址,"100
				
				
				臺北市
				中正區
				凱達格蘭大道2號",,,,,,,,,,,,,,
聯絡人,林時偉(需求單位)/廖雨萱(採購單位),,,,,,,,,,,,,,
聯絡電話,"(02)
				
				
					23805306",,,,,,,,,,,,,,
傳真號碼,"(02)
				
				
					23313683",,,,,,,,,,,,,,
電子郵件信箱,yhliao@mofa.gov.tw,,,,,,,,,,,,,,
採購資料,,,,,,,,,,,,,,,
標案案號,MOFA113039BQ,,,,,,,,,,,,,,
標案名稱,第16任正副總統簡歷摺頁及TAIWAN REVIEW(TR)抽出頁印製、包裝及運送採購案,,,,,,,,,,,,,,
標的分類,"財物類32 - 紙漿,紙及紙產品;印刷品及相關的商品",,,,,,,,,,,,,,
財物採購性質,"買受,定製",,,,,,,,,,,,,,
採購金額級距,未達公告金額,,,,,,,,,,,,,,
辦理方式,自辦,,,,,,,,,,,,,,
依據法條,採購法第49條,,,,,,,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,,,,,,,
本採購是否屬「涉及國家安全」採購,是,,,,,,,,,,,,,,
預算金額,"300,000元",,,,,,,,,,,,,,
預算金額是否公開,是,,,,,,,,,,,,,,
後續擴充,否,,,,,,,,,,,,,,
是否受機關補助,否,,,,,,,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,,,,,,,
招標資料,,,,,,,,,,,,,,,
招標方式,公開取得報價單或企劃書,,,,,,,,,,,,,,
決標方式,參考最有利標精神,參考最有利標精神,,,,,,,,,,,,,
參考最有利標精神,,,,,,,,,,,,,,,
是否電子報價,否,,,,,,,,,,,,,,
新增公告傳輸次數,01,,,,,,,,,,,,,,
招標狀態,第一次公開取得,,,,,,,,,,,,,,
公告日,113/04/03,,,,,,,,,,,,,,
是否複數決標,否,,,,,,,,,,,,,,
是否訂有底價,是,,,,,,,,,,,,,,
價格是否納入評選,是,,,,,,,,,,,,,,
所占配分或權重是否為20%以上,是,,,,,,,,,,,,,,
是否屬特殊採購,否,,,,,,,,,,,,,,
是否已辦理公開閱覽,否,,,,,,,,,,,,,,
是否屬統包,否,,,,,,,,,,,,,,
本案完成後所應達到之功能、效益、標準、品質或特性,,,,,,,,,,,,,,,
是否屬共同供應契約採購,否,,,,,,,,,,,,,,
是否屬二以上機關之聯合採購(不適用共同供應契約規定),否,,,,,,,,,,,,,,
是否應依公共工程專業技師簽證規則實施技師簽證,否,,,,,,,,,,,,,,
是否採行協商措施,否,,,,,,,,,,,,,,
是否適用採購法第104條或105條或招標期限標準第10條或第4條之1,否,,,,,,,,,,,,,,
是否依據採購法第106條第1項第1款辦理,否,,,,,,,,,,,,,,
參考最有利標精神,,,,,,,,,,,,,,,
領投開標,,,,,,,,,,,,,,,
