機關資料,,,,,,,,,
機關代碼,3.80.11,,,,,,,,
機關名稱,桃園市政府工務局,,,,,,,,
單位名稱,桃園市政府原住民族行政局教育文化科,,,,,,,,
機關地址,"330
				
				
				桃園市
				桃園區
				縣府路1號",,,,,,,,
聯絡人,游婷芳小姐,,,,,,,,
聯絡電話,"(03)
				
				
					3322101
				
				
					#6684",,,,,,,,
傳真號碼,"(03)
				
				
					3366094",,,,,,,,
電子郵件信箱,10008765@mail.tycg.gov.tw,,,,,,,,
採購資料,,,,,,,,,
標案案號,1130322-2,,,,,,,,
標案名稱,「2024【LALAI桃園】原住民族音樂節」勞務採購案,,,,,,,,
標的分類,"勞務類96 - 娛樂,文化,體育服務",,,,,,,,
財物採購性質,非屬財物之工程或勞務,,,,,,,,
採購金額級距,公告金額以上未達查核金額,,,,,,,,
辦理方式,"代辦，洽辦機關：
					3.80.44
					桃園市政府原住民族行政局",,,,,,,,
依據法條,採購法第22條第1項第9款,,,,,,,,
是否適用條約或協定之採購,是否適用WTO政府採購協定(GPA)：否是否適用臺紐經濟合作協定(ANZTEC)：否是否適用臺星經濟夥伴協定(ASTEP)：否,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,
預算金額,"5,500,000元",,,,,,,,
預算金額是否公開,是,,,,,,,,
後續擴充,否,,,,,,,,
是否受機關補助,否,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,
招標資料,,,,,,,,,
招標方式,經公開評選或公開徵求之限制性招標,,,,,,,,
決標方式,準用最有利標採購評選委員名單,準用最有利標,採購評選委員名單,,,,,,
準用最有利標,採購評選委員名單,,,,,,,,
新增公告傳輸次數,01,,,,,,,,
招標狀態,第一次限制性招標,,,,,,,,
公告日,113/03/26,,,,,,,,
是否複數決標,否,,,,,,,,
是否訂有底價,是,,,,,,,,
價格是否納入評選,是,,,,,,,,
所占配分或權重是否為20%以上,是,,,,,,,,
是否屬特殊採購,否,,,,,,,,
是否已辦理公開閱覽,否,,,,,,,,
是否屬統包,否,,,,,,,,
本案完成後所應達到之功能、效益、標準、品質或特性,,,,,,,,,
