機關資料,,,,,,,,,
機關代碼,3.92.40,,,,,,,,
機關名稱,國立臺南大學,,,,,,,,
單位名稱,總務處,,,,,,,,
機關地址,"700
				
				
				臺南市
				中西區
				樹林街2段33號",,,,,,,,
聯絡人,黃意芬,,,,,,,,
聯絡電話,"(06)
				
				
					2133111
				
				
					#412",,,,,,,,
傳真號碼,"(06)
				
				
					2144409",,,,,,,,
電子郵件信箱,ifen@mail.nutn.edu.tw,,,,,,,,
採購資料,,,,,,,,,
標案案號,1131035-TL,,,,,,,,
標案名稱,《和AI做朋友》高中、國中、國小實作教材數位出版品,,,,,,,,
標的分類,勞務類879 - 其他商業服務,,,,,,,,
財物採購性質,非屬財物之工程或勞務,,,,,,,,
採購金額級距,未達公告金額,,,,,,,,
辦理方式,自辦,,,,,,,,
依據法條,採購法第49條,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,
預算金額,"291,480元",,,,,,,,
預算金額是否公開,是,,,,,,,,
後續擴充,否,,,,,,,,
是否受機關補助,否,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,
招標資料,,,,,,,,,
招標方式,公開取得報價單或企劃書,,,,,,,,
決標方式,參考最有利標精神,參考最有利標精神,,,,,,,
參考最有利標精神,,,,,,,,,
是否電子報價,否,,,,,,,,
新增公告傳輸次數,01,,,,,,,,
招標狀態,第一次公開取得,,,,,,,,
公告日,113/04/30,,,,,,,,
是否複數決標,否,,,,,,,,
是否訂有底價,是,,,,,,,,
價格是否納入評選,是,,,,,,,,
所占配分或權重是否為20%以上,是,,,,,,,,
是否屬特殊採購,否,,,,,,,,
是否已辦理公開閱覽,否,,,,,,,,
是否屬統包,否,,,,,,,,
本案完成後所應達到之功能、效益、標準、品質或特性,,,,,,,,,
是否屬共同供應契約採購,否,,,,,,,,
是否屬二以上機關之聯合採購(不適用共同供應契約規定),否,,,,,,,,
是否應依公共工程專業技師簽證規則實施技師簽證,否,,,,,,,,
是否採行協商措施,否,,,,,,,,
是否適用採購法第104條或105條或招標期限標準第10條或第4條之1,否,,,,,,,,
是否依據採購法第106條第1項第1款辦理,否,,,,,,,,
參考最有利標精神,,,,,,,,,
領投開標,,,,,,,,,
是否提供電子領標,是機關文件費(機關實收)0元系統使用費20元文件代收費0元總計20元是否提供現場領標：否投標須知下載,,,,,,,,
是否提供電子投標,否,,,,,,,,
截止投標,113/05/09 11:00,,,,,,,,
開標時間,113/05/09 15:00,,,,,,,,
開標地點,本校文薈樓地下二樓JB202開標室,,,,,,,,
是否須繳納押標金,否,,,,,,,,
是否須繳納履約保證金,否,,,,,,,,
投標文字,正體中文,,,,,,,,
收受投標文件地點,700301臺南市中西區樹林街2段33號  紅樓A108總務處文書組,,,,,,,,
其他,,,,,,,,,
是否依據採購法第99條,否,,,,,,,,
是否於招標文件載明優先決標予身心障礙福利機構團體或庇護工場,否,,,,,,,,
身心障礙福利機構團體或庇護工場生產物品及服務,項目 :分類 :,,,,,,,,
履約地點,臺南市(非原住民地區),,,,,,,,
履約期限,113年6月30日,,,,,,,,
是否刊登公報,否,,,,,,,,
本案採購契約是否採用主管機關訂定之範本,是,,,,,,,,
契約是否訂有依物價指數調整價金規定,否，招標文件未訂物價指數調整條款履約時間短,,,,,,,,
廠商資格摘要,廠商登記或設立之證明投標廠商之基本資格須符合以下任一資格：具公司登記具商業登記廠商納稅之證明。如營業稅或所得稅,,,,,,,,
是否訂有與履約能力有關之基本資格,否,,,,,,,,
附加說明,"未達公告金額之採購，爭議屬政府採購法第31條規定不予發還或追繳押標金之爭議，始得提出申訴。1. 本案規格部分請洽詢陳小姐，電話06-2606123分機7027。
2. 本案業經機關首長或其授權人員核准，本次公告未能取得3家以上廠商之書面報價或企劃書時，將改採限制性招標方式辦理。
3. 廠商投標標價超過預算者為不合格標，不予減價機會。
4. 本案開標時間為113年5月9日(星期四)下午3時00分，資格審查合格之廠商進入評審會議，評審會議時間為113年5月16日(星期四)上午9時00分，會議地點為本校文薈樓地下二樓JB202招標室。",未達公告金額之採購，爭議屬政府採購法第31條規定不予發還或追繳押標金之爭議，始得提出申訴。,"1. 本案規格部分請洽詢陳小姐，電話06-2606123分機7027。
2. 本案業經機關首長或其授權人員核准，本次公告未能取得3家以上廠商之書面報價或企劃書時，將改採限制性招標方式辦理。
3. 廠商投標標價超過預算者為不合格標，不予減價機會。
4. 本案開標時間為113年5月9日(星期四)下午3時00分，資格審查合格之廠商進入評審會議，評審會議時間為113年5月16日(星期四)上午9時00分，會議地點為本校文薈樓地下二樓JB202招標室。",,,,,,
未達公告金額之採購，爭議屬政府採購法第31條規定不予發還或追繳押標金之爭議，始得提出申訴。,,,,,,,,,
"1. 本案規格部分請洽詢陳小姐，電話06-2606123分機7027。
2. 本案業經機關首長或其授權人員核准，本次公告未能取得3家以上廠商之書面報價或企劃書時，將改採限制性招標方式辦理。
3. 廠商投標標價超過預算者為不合格標，不予減價機會。
4. 本案開標時間為113年5月9日(星期四)下午3時00分，資格審查合格之廠商進入評審會議，評審會議時間為113年5月16日(星期四)上午9時00分，會議地點為本校文薈樓地下二樓JB202招標室。",,,,,,,,,
是否刊登英文公告,否,,,,,,,,
疑義、異議、申訴及檢舉受理單位,"疑義、異議受理單位國立臺南大學申訴受理單位行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514)檢舉受理單位部會署-教育部採購稽核小組-(地址：100臺北市中正區中山南路5號、電話：02-77365529 、傳真：02-23583005 )
臺南市調查處-(地址：708臺南市安平區永華路二段208號;臺南市郵政60000號信箱、電話：06-2988888)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",疑義、異議受理單位,國立臺南大學,,申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,檢舉受理單位,"部會署-教育部採購稽核小組-(地址：100臺北市中正區中山南路5號、電話：02-77365529 、傳真：02-23583005 )
臺南市調查處-(地址：708臺南市安平區永華路二段208號;臺南市郵政60000號信箱、電話：06-2988888)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)"
疑義、異議受理單位,國立臺南大學,,,,,,,,
,,,,,,,,,
申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,,,,,,,
,,,,,,,,,
檢舉受理單位,"部會署-教育部採購稽核小組-(地址：100臺北市中正區中山南路5號、電話：02-77365529 、傳真：02-23583005 )
臺南市調查處-(地址：708臺南市安平區永華路二段208號;臺南市郵政60000號信箱、電話：06-2988888)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",,,,,,,,
未達公告金額之採購，爭議屬政府採購法第31條規定不予發還或追繳押標金之爭議，始得提出申訴。,,,,,,,,,
"1. 本案規格部分請洽詢陳小姐，電話06-2606123分機7027。
2. 本案業經機關首長或其授權人員核准，本次公告未能取得3家以上廠商之書面報價或企劃書時，將改採限制性招標方式辦理。
3. 廠商投標標價超過預算者為不合格標，不予減價機會。
4. 本案開標時間為113年5月9日(星期四)下午3時00分，資格審查合格之廠商進入評審會議，評審會議時間為113年5月16日(星期四)上午9時00分，會議地點為本校文薈樓地下二樓JB202招標室。",,,,,,,,,
疑義、異議受理單位,國立臺南大學,,,,,,,,
,,,,,,,,,
申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,,,,,,,
,,,,,,,,,
檢舉受理單位,"部會署-教育部採購稽核小組-(地址：100臺北市中正區中山南路5號、電話：02-77365529 、傳真：02-23583005 )
臺南市調查處-(地址：708臺南市安平區永華路二段208號;臺南市郵政60000號信箱、電話：06-2988888)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",,,,,,,,
