機關資料,,,,,,,,,,,,,,,
機關代碼,A.15.2,,,,,,,,,,,,,,
機關名稱,交通部中央氣象署,,,,,,,,,,,,,,
單位名稱,海象氣候組,,,,,,,,,,,,,,
機關地址,"100
				
				
				臺北市
				中正區
				公園路64號",,,,,,,,,,,,,,
聯絡人,陳維翔,,,,,,,,,,,,,,
聯絡電話,"(02)
				
				
					23491039",,,,,,,,,,,,,,
傳真號碼,"(02)
				
				
					23491199",,,,,,,,,,,,,,
電子郵件信箱,aero@cwa.gov.tw,,,,,,,,,,,,,,
採購資料,,,,,,,,,,,,,,,
標案案號,113067A,,,,,,,,,,,,,,
標案名稱,以Realistic 與 AI 分析提昇風暴潮模式準確度(1/3),,,,,,,,,,,,,,
標的分類,勞務類85 - 研發服務,,,,,,,,,,,,,,
財物採購性質,非屬財物之工程或勞務,,,,,,,,,,,,,,
採購金額級距,公告金額以上未達查核金額,,,,,,,,,,,,,,
辦理方式,自辦,,,,,,,,,,,,,,
依據法條,採購法第22條第1項第9款,,,,,,,,,,,,,,
是否適用條約或協定之採購,是否適用WTO政府採購協定(GPA)：否WTO政府採購協定排除理由：12.與研究發展有關之服務。是否適用臺紐經濟合作協定(ANZTEC)：否臺紐經濟合作協定排除理由：12.與研究發展有關之服務。是否適用臺星經濟夥伴協定(ASTEP)：否臺星經濟夥伴協定排除理由：12.與研究發展有關之服務。,,,,,,,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,,,,,,,
預算金額,"2,600,000元",,,,,,,,,,,,,,
預算金額是否公開,是,,,,,,,,,,,,,,
後續擴充,是依政府採購法第22條第1項第7款，須敘明後續擴充之期間、金額或數量：本案採購金額為新臺幣(以下同)780萬元，本計畫分3年執行，113(今)年度預估金額為新臺幣260萬元，並保留未來至115年12月31日前之增購權利，預估金額為520萬元整。,,,,,,,,,,,,,,
是否受機關補助,否,,,,,,,,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,,,,,,,
招標資料,,,,,,,,,,,,,,,
招標方式,經公開評選或公開徵求之限制性招標,,,,,,,,,,,,,,
決標方式,準用最有利標採購評選委員名單,準用最有利標,採購評選委員名單,,,,,,,,,,,,
準用最有利標,採購評選委員名單,,,,,,,,,,,,,,
新增公告傳輸次數,01,,,,,,,,,,,,,,
招標狀態,第一次限制性招標,,,,,,,,,,,,,,
公告日,113/03/26,,,,,,,,,,,,,,
是否複數決標,否,,,,,,,,,,,,,,
是否訂有底價,是,,,,,,,,,,,,,,
價格是否納入評選,是,,,,,,,,,,,,,,
所占配分或權重是否為20%以上,是,,,,,,,,,,,,,,
是否屬特殊採購,否,,,,,,,,,,,,,,
是否已辦理公開閱覽,否,,,,,,,,,,,,,,
是否屬統包,否,,,,,,,,,,,,,,
本案完成後所應達到之功能、效益、標準、品質或特性,,,,,,,,,,,,,,,
是否屬共同供應契約採購,否,,,,,,,,,,,,,,
是否屬二以上機關之聯合採購(不適用共同供應契約規定),否,,,,,,,,,,,,,,
是否應依公共工程專業技師簽證規則實施技師簽證,否,,,,,,,,,,,,,,
是否採行協商措施,否,,,,,,,,,,,,,,
是否適用採購法第104條或105條或招標期限標準第10條或第4條之1,否,,,,,,,,,,,,,,
是否依據採購法第106條第1項第1款辦理,否,,,,,,,,,,,,,,
準用最有利標,採購評選委員名單,,,,,,,,,,,,,,
領投開標,,,,,,,,,,,,,,,
是否提供電子領標,是機關文件費(機關實收)125元系統使用費20元文件代收費6元總計151元機關文件費指定收款機關單位：交通部中央氣象署是否提供現場領標：否投標須知下載,,,,,,,,,,,,,,
是否提供電子投標,否,,,,,,,,,,,,,,
截止投標,113/04/08 17:00,,,,,,,,,,,,,,
開標時間,113/04/09 15:00,,,,,,,,,,,,,,
開標地點,臺北市中正區公園路64號本署開標室,,,,,,,,,,,,,,
是否須繳納押標金,否,,,,,,,,,,,,,,
是否須繳納履約保證金,否,,,,,,,,,,,,,,
投標文字,正體中文,,,,,,,,,,,,,,
