機關資料,,,,,,,,,
機關代碼,3.76.54,,,,,,,,
機關名稱,臺東縣政府,,,,,,,,
單位名稱,臺東縣政府,,,,,,,,
機關地址,"950
				
				
				臺東縣
				臺東市
				中山路276號",,,,,,,,
聯絡人,臺東縣消防局，承辦人：許晉益先生,,,,,,,,
聯絡電話,"(089)
				
				
					322112
				
				
					#1344",,,,,,,,
傳真號碼,"(089)
				
				
					360508",,,,,,,,
電子郵件信箱,e12026@taitung.gov.tw,,,,,,,,
採購資料,,,,,,,,,
標案案號,113403120068,,,,,,,,
標案名稱,臺東縣消防局--各大隊暨分隊駐地安全增設簡易AI智慧無線監視器設備工程財物採購案,,,,,,,,
標的分類,財物類449 - 其他特殊用途之機具及其零件,,,,,,,,
財物採購性質,"買受,定製",,,,,,,,
採購金額級距,公告金額以上未達查核金額,,,,,,,,
辦理方式,"代辦，洽辦機關：
					3.76.54.20
					臺東縣消防局",,,,,,,,
依據法條,採購法第18條、第19條,,,,,,,,
是否適用條約或協定之採購,是否適用WTO政府採購協定(GPA)：否是否適用臺紐經濟合作協定(ANZTEC)：否是否適用臺星經濟夥伴協定(ASTEP)：否,,,,,,,,
本採購是否屬「具敏感性或國安(含資安)疑慮之業務範疇」採購,否,,,,,,,,
本採購是否屬「涉及國家安全」採購,否,,,,,,,,
預算金額,"3,500,000元",,,,,,,,
預算金額是否公開,是,,,,,,,,
後續擴充,否,,,,,,,,
是否受機關補助,"是補助機關A.41國家發展委員會補助金額3,500,000元",,,,,,,,
是否為政策及業務宣導業務,否,,,,,,,,
招標資料,,,,,,,,,
招標方式,公開招標,,,,,,,,
決標方式,最有利標採購評選委員名單,最有利標,採購評選委員名單,,,,,,
最有利標,採購評選委員名單,,,,,,,,
新增公告傳輸次數,02,,,,,,,,
招標狀態,第二次及以後公開招標,,,,,,,,
公告日,113/03/29,,,,,,,,
是否複數決標,否,,,,,,,,
是否訂有底價,否,,,,,,,,
價格是否納入評選,是,,,,,,,,
所占配分或權重是否為20%以上,否,,,,,,,,
